"","query_id","subject_id","subject_id.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","pident.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","length.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","evalue.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","nextevalue.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","E_diff.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","bitscore.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","pident.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","length.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","evalue.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","nextevalue.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","E_diff.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","bitscore.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best"
"1093","BRARA.B02041-MONOMER","BraA02g021220.3C","BRARA.B02041-MONOMER",94.762,630,0,8.46e-177,-Inf,1170,94.762,630,0,0,NA,1169
"1094","BRARA.B02044-MONOMER","BraA02g021250.3C","BRARA.B02044-MONOMER",99.422,519,0,0,NA,1074,99.422,519,0,0,NA,1074
"1095","BRARA.B02047-MONOMER","BraA02g021330.3C","BRARA.B02047-MONOMER",97.12,382,0,0,NA,753,97.12,382,0,0,NA,753
"1096","BRARA.B02052-MONOMER","BraA02g021420.3C","BRARA.B02052-MONOMER",91.809,293,0,3.42e-179,-Inf,544,91.809,293,0,9.45e-159,-Inf,544
"1097","BRARA.B02064-MONOMER","BraA02g021870.3C","BRARA.B02064-MONOMER",100,632,0,0,NA,1311,100,632,0,0,NA,1311
"1098","BRARA.B02074-MONOMER","BraA02g021970.3C","BRARA.B02074-MONOMER",99.845,644,0,0,NA,1316,99.845,644,0,0,NA,1316
"1099","BRARA.B02097-MONOMER","BraA02g021820.3C","BRARA.B02097-MONOMER",99.471,189,2.69e-141,6.59e-101,-40.3891331345916,391,99.471,189,6.62e-142,1.04e-101,-40.1961753498591,391
"1100","BRARA.B02103-MONOMER","BraA02g022050.3C","BRARA.B02103-MONOMER",99.696,329,0,5.58e-155,-Inf,653,99.696,329,0,0,NA,653
"1101","BRARA.B02107-MONOMER","BraA02g022100.3C","BRARA.B02107-MONOMER",99.706,340,0,0,NA,709,99.706,340,0,0,NA,709
"1102","BRARA.B02120-MONOMER","BraA02g022260.3C","BRARA.B02120-MONOMER",100,81,2.99e-52,2.7,-51.9556925758346,157,100,81,7.37e-53,7.37e-53,0,157
"1103","BRARA.B02125-MONOMER","BraA02g022320.3C","BRARA.B02125-MONOMER",99.728,368,0,0,NA,751,99.728,368,0,0,NA,751
"1104","BRARA.B02126-MONOMER","BraA02g022330.3C","BRARA.B02126-MONOMER",99.786,467,0,0,NA,963,99.786,467,0,0,NA,963
"1105","BRARA.B02131-MONOMER","BraA02g022390.3C","BRARA.B02131-MONOMER",100,233,2.39e-173,1.23e-133,-39.7115072104913,476,100,233,5.9e-174,1.14e-133,-40.2860528396943,476
"1106","BRARA.B02138-MONOMER","BraA02g022480.3C","BRARA.B02138-MONOMER",98.587,566,0,0,NA,1145,98.587,566,0,0,NA,1145
"1107","BRARA.B02142-MONOMER","BraA02g022520.3C","BRARA.B02142-MONOMER",91.795,195,1.3e-118,9.3e-26,-92.8545395962471,334,91.795,195,3.12e-119,1.24e-27,-91.5992670911438,334
"1108","BRARA.B02143-MONOMER","BraA02g022530.3C","BRARA.B02143-MONOMER",99.519,416,0,0,NA,844,99.519,416,0,0,NA,844
"1109","BRARA.B02148-MONOMER","BraA02g022570.3C","BRARA.B02148-MONOMER",98.677,378,0,0,NA,766,98.677,378,0,0,NA,766
"1110","BRARA.B02155-MONOMER","BraA02g024180.3C","BRARA.B02155-MONOMER",100,376,0,0,NA,779,100,376,0,0,NA,779
"1111","BRARA.B02157-MONOMER","BraA02g024140.3C","BRARA.B02157-MONOMER",99.738,382,0,0,NA,788,99.738,382,0,0,NA,788
"1112","BRARA.B02163-MONOMER","BraA02g024070.3C","BRARA.B02163-MONOMER",96.354,384,0,1.14e-134,-Inf,762,96.354,384,0,2.09e-135,-Inf,762
"1113","BRARA.B02166-MONOMER","BraA02g024030.3C","BRARA.B02166-MONOMER",100,309,0,0,NA,638,100,309,0,0,NA,638
"1114","BRARA.B02170-MONOMER","BraA02g023970.3C","BRARA.B02170-MONOMER",99.096,553,0,0,NA,1138,99.096,553,0,0,NA,1138
"1115","BRARA.B02173-MONOMER","BraA02g023930.3C","BRARA.B02173-MONOMER",93.398,621,0,0,NA,1193,93.398,621,0,0,NA,1193
"1116","BRARA.B02174-MONOMER","BraA02g023920.3C","BRARA.B02174-MONOMER",99.688,320,0,0,NA,650,99.688,320,0,0,NA,650
"1117","BRARA.B02193-MONOMER","BraA02g023600.3C","BRARA.B02193-MONOMER",100,375,0,0,NA,785,100,375,0,0,NA,785
"1118","BRARA.B02201-MONOMER","BraA02g022690.3C","BRARA.B02201-MONOMER",99.361,313,0,0,NA,640,99.361,313,0,0,NA,640
"1119","BRARA.B02202-MONOMER","BraA02g022700.3C","BRARA.B02202-MONOMER",95.814,215,8.7e-147,5.99e-123,-23.8379075697707,407,95.814,215,2.12e-147,2.24e-117,-30.0239121574054,407
"1120","BRARA.B02208-MONOMER","BraA02g023110.3C","BRARA.B02208-MONOMER",100,197,1.12e-146,2.42e-144,-2.33459734331026,405,100,197,2.75e-147,5.96e-145,-2.33591356590998,405
"1121","BRARA.B02214-MONOMER","BraA02g023070.3C","BRARA.B02214-MONOMER",100,546,0,9.42e-174,-Inf,1121,100,546,0,2.17e-174,-Inf,1121
"1122","BRARA.B02223-MONOMER","BraA02g022990.3C","BRARA.B02223-MONOMER",100,527,0,0,NA,1086,100,527,0,0,NA,1086
"1123","BRARA.B02226-MONOMER","BraA02g022960.3C","BRARA.B02226-MONOMER",99.281,556,0,0,NA,1139,99.281,556,0,0,NA,1139
"1124","BRARA.B02239-MONOMER","BraA02g022780.3C","BRARA.B02239-MONOMER",98.783,411,0,0,NA,822,98.783,411,0,0,NA,822
"1125","BRARA.B02240-MONOMER","BraA02g022770.3C","BRARA.B02240-MONOMER",97.527,364,0,0,NA,726,97.527,364,0,0,NA,726
"1126","BRARA.B02243-MONOMER","BraA02g023130.3C","BRARA.B02243-MONOMER",99.688,321,0,6.92e-177,-Inf,671,99.688,321,0,0,NA,671
"1127","BRARA.B02244-MONOMER","BraA02g023140.3C","BRARA.B02244-MONOMER",100,249,0,7.23e-120,-Inf,517,100,249,0,1.36e-85,-Inf,517
"1128","BRARA.B02245-MONOMER","BraA02g023150.3C","BRARA.B02245-MONOMER",99.816,543,0,0,NA,1135,99.816,543,0,0,NA,1135
"1129","BRARA.B02247-MONOMER","BraA02g023170.3C","BRARA.B02247-MONOMER",98.911,551,0,0,NA,1120,98.911,551,0,0,NA,1120
"1130","BRARA.B02254-MONOMER","BraA02g023240.3C","BRARA.B02254-MONOMER",99.815,542,0,0,NA,1109,99.815,542,0,0,NA,1109
"1131","BRARA.B02267-MONOMER","BraA02g023460.3C","BRARA.B02267-MONOMER",100,187,5.25e-135,1.11e-88,-46.3251636753807,375,100,187,1.29e-135,3.19e-90,-45.3932009727579,375
"1132","BRARA.B02270-MONOMER","BraA02g023510.3C","BRARA.B02270-MONOMER",99.141,582,0,0,NA,1179,99.141,582,0,0,NA,1179
"1133","BRARA.B02279-MONOMER","BraA02g024240.3C","BRARA.B02279-MONOMER",100,416,0,0,NA,859,100,416,0,0,NA,859
"1134","BRARA.B02284-MONOMER","BraA02g024330.3C","BRARA.B02284-MONOMER",100,109,8.63e-79,6.57e-67,-11.8815545738446,226,100,109,2.13e-79,1.55e-67,-11.8619520947316,226
"1135","BRARA.B02287-MONOMER","BraA02g024370.3C","BRARA.B02287-MONOMER",99.73,742,0,0,NA,1533,99.73,742,0,0,NA,1533
"1136","BRARA.B02290-MONOMER","BraA02g024390.3C","BRARA.B02290-MONOMER",98.899,908,0,0,NA,1858,98.899,908,0,0,NA,1858
"1137","BRARA.B02295-MONOMER","BraA02g024430.3C","BRARA.B02295-MONOMER",80.556,360,0,1.29e-78,-Inf,551,80.556,360,0,2.21e-63,-Inf,551
"1138","BRARA.B02300-MONOMER","BraA02g024490.3C","BRARA.B02300-MONOMER",99.387,326,0,0,NA,672,99.387,326,0,0,NA,672
"1139","BRARA.B02303-MONOMER","BraA02g024520.3C","BRARA.B02303-MONOMER",99.735,378,0,0,NA,774,99.735,378,0,0,NA,774
"1140","BRARA.B02309-MONOMER","BraA02g024570.3C","BRARA.B02309-MONOMER",98.542,343,0,0,NA,694,98.542,343,0,0,NA,694
"1141","BRARA.B02317-MONOMER","BraA02g024710.3C","BRARA.B02317-MONOMER",99.688,321,0,0,NA,660,99.688,321,0,0,NA,660
"1142","BRARA.B02322-MONOMER","BraA02g024670.3C","BRARA.B02322-MONOMER",99.155,592,0,0,NA,1210,99.155,592,0,0,NA,1210
"1143","BRARA.B02323-MONOMER","BraA02g024660.3C","BRARA.B02323-MONOMER",100,115,3.81e-82,1.06e-62,-19.4443808895892,235,100,115,9.4e-83,2.62e-63,-19.4451734377201,235
"1144","BRARA.B02326-MONOMER","BraA02g024630.3C","BRARA.B02326-MONOMER",99.368,475,0,0,NA,978,99.368,475,0,0,NA,978
"1145","BRARA.B02327-MONOMER","BraA02g024620.3C","BRARA.B02327-MONOMER",98.171,656,0,0,NA,1330,98.171,656,0,0,NA,1330
"1146","BRARA.B02331-MONOMER","BraA02g024790.3C","BRARA.B02331-MONOMER",99.057,318,0,0,NA,648,99.057,318,0,0,NA,648
"1147","BRARA.B02336-MONOMER","BraA02g024840.3C","BRARA.B02336-MONOMER",98.551,345,0,4.86e-173,-Inf,707,98.551,345,0,0,NA,707
"1148","BRARA.B02337-MONOMER","BraA02g024850.3C","BRARA.B02337-MONOMER",100,286,0,0,NA,587,100,286,0,0,NA,587
"1149","BRARA.B02343-MONOMER","BraA02g024910.3C","BRARA.B02343-MONOMER",100,154,6.72e-112,3.53e-111,-0.720405432334005,314,100,154,1.66e-112,1.52e-111,-0.961735499904719,314
"1150","BRARA.B02345-MONOMER","BraA07g026480.3C","BRARA.B02345-MONOMER",99.513,616,0,0,NA,1264,99.513,616,0,0,NA,1264
"1151","BRARA.B02349-MONOMER","BraA02g024990.3C","BRARA.B02349-MONOMER",99.771,436,0,0,NA,886,99.771,436,0,0,NA,886
"1152","BRARA.B02370-MONOMER","BraA02g025320.3C","BRARA.B02370-MONOMER",99.689,322,0,4.1e-138,-Inf,605,99.689,322,0,3.54e-113,-Inf,605
"1153","BRARA.B02371-MONOMER","BraA02g025330.3C","BRARA.B02371-MONOMER",98.625,291,0,0,NA,593,98.625,291,0,0,NA,593
"1154","BRARA.B02372-MONOMER","BraA02g025340.3C","BRARA.B02372-MONOMER",98.1,421,0,0,NA,833,98.1,421,0,0,NA,833
"1155","BRARA.B02389-MONOMER","BraA02g025500.3C","BRARA.B02389-MONOMER",100,165,7.55e-119,2.2,-118.464475729193,332,100,165,1.86e-119,0.54,-118.462880815605,332
"1156","BRARA.B02392-MONOMER","BraA02g025540.3C","BRARA.B02392-MONOMER",100,332,0,0,NA,689,100,332,0,0,NA,689
"1157","BRARA.B02406-MONOMER","BraA02g025720.3C","BRARA.B02406-MONOMER",100,449,0,0,NA,912,100,449,0,0,NA,912
"1158","BRARA.B02407-MONOMER","BraA02g025730.3C","BRARA.B02407-MONOMER",97.462,197,1.25e-145,3.86e-137,-8.4896772916637,405,97.462,197,2.44e-146,1.84e-107,-38.8774279966708,405
"1159","BRARA.B02409-MONOMER","BraA02g025770.3C","BRARA.B02409-MONOMER",99.614,259,0,3.55e-158,-Inf,541,99.614,259,0,9.82e-138,-Inf,541
"1160","BRARA.B02414-MONOMER","BraA02g025820.3C","BRARA.B02414-MONOMER",95.61,410,0,0,NA,781,95.61,410,0,3.97e-176,-Inf,781
"1161","BRARA.B02415-MONOMER","BraA02g025840.3C","BRARA.B02415-MONOMER",100,276,0,1.71e-175,-Inf,564,100,276,0,1.32e-130,-Inf,564
"1162","BRARA.B02419-MONOMER","BraA02g030860.3C","BRARA.B02419-MONOMER",81.159,138,3.89e-74,1.02e-56,-17.4186505704362,220,94.828,116,1.24e-74,1.18e-15,-58.9784603221439,220
"1163","BRARA.B02420-MONOMER","BraA02g030840.3C","BRARA.B02420-MONOMER",100,188,8.27e-141,1.37e-126,-14.2192150576039,390,100,188,1.81e-141,5.28e-127,-14.4649553476646,390
"1164","BRARA.B02422-MONOMER","BraA02g030820.3C","BRARA.B02422-MONOMER",100,527,0,0,NA,1092,100,527,0,0,NA,1092
"1165","BRARA.B02430-MONOMER","BraA02g030710.3C","BRARA.B02430-MONOMER",98.894,633,0,8.58e-138,-Inf,1291,98.894,633,0,4.63e-140,-Inf,1291
"1166","BRARA.B02445-MONOMER","BraA02g030540.3C","BRARA.B02445-MONOMER",97.814,366,0,0,NA,729,97.814,366,0,0,NA,729
"1167","BRARA.B02458-MONOMER","BraA02g029650.3C","BRARA.B02458-MONOMER",83.587,329,0,2.44e-150,-Inf,525,85.41,329,0,3.61e-106,-Inf,547
"1168","BRARA.B02462-MONOMER","BraA02g029680.3C","BRARA.B02462-MONOMER",100,314,0,0.000731,-Inf,651,100,314,0,0.00018,-Inf,651
"1169","BRARA.B02466-MONOMER","BraA02g029790.3C","BRARA.B02466-MONOMER",99.165,479,0,2.8e-30,-Inf,975,99.165,479,0,3.23e-29,-Inf,975
"1170","BRARA.B02467-MONOMER","BraA02g029800.3C","BRARA.B02467-MONOMER",98.833,514,0,1.05e-102,-Inf,1054,98.833,514,0,3.11e-103,-Inf,1054
"1171","BRARA.B02474-MONOMER","BraA02g030280.3C","BRARA.B02474-MONOMER",97.706,436,0,0,NA,887,97.706,436,0,0,NA,887
"1172","BRARA.B02484-MONOMER","BraA02g030050.3C","BRARA.B02484-MONOMER",99.811,530,0,4.3e-134,-Inf,1081,99.811,530,0,3.07e-83,-Inf,1081
"1173","BRARA.B02495-MONOMER","BraA02g028930.3C","BRARA.B02495-MONOMER",99.409,508,0,0,NA,1030,99.409,508,0,0,NA,1030
"1174","BRARA.B02498-MONOMER","BraA02g025910.3C","BRARA.B02498-MONOMER",99.618,523,0,0,NA,1067,99.618,523,0,0,NA,1067
"1175","BRARA.B02501-MONOMER","BraA02g025930.3C","BRARA.B02501-MONOMER",100,899,0,0,NA,1869,100,899,0,0,NA,1869
"1176","BRARA.B02502-MONOMER","BraA02g025940.3C","BRARA.B02502-MONOMER",97.044,406,0,1.34e-129,-Inf,812,97.044,406,0,4.52e-134,-Inf,812
"1177","BRARA.B02503-MONOMER","BraA02g025950.3C","BRARA.B02503-MONOMER",99.782,458,0,0,NA,947,99.782,458,0,0,NA,947
"1178","BRARA.B02505-MONOMER","BraA02g025980.3C","BRARA.B02505-MONOMER",98.481,395,0,0,NA,795,98.481,395,0,0,NA,795
"1179","BRARA.B02507-MONOMER","BraA02g026000.3C","BRARA.B02507-MONOMER",100,359,0,0,NA,736,100,359,0,0,NA,736
"1180","BRARA.B02508-MONOMER","BraA02g026010.3C","BRARA.B02508-MONOMER",99.432,352,0,5.49e-135,-Inf,716,99.432,352,0,1.18e-136,-Inf,716
"1181","BRARA.B02509-MONOMER","BraA02g026020.3C","BRARA.B02509-MONOMER",97.885,331,0,7.8e-113,-Inf,682,97.885,331,0,5.87e-112,-Inf,682
"1182","BRARA.B02510-MONOMER","BraA02g026030.3C","BRARA.B02510-MONOMER",100,342,0,1.57e-66,-Inf,709,100,342,0,1.58e-23,-Inf,709
"1183","BRARA.B02511-MONOMER","BraA02g026040.3C","BRARA.B02511-MONOMER",99.845,647,0,0,NA,1304,99.845,647,0,0,NA,1304
"1184","BRARA.B02521-MONOMER","BraA02g026140.3C","BRARA.B02521-MONOMER",98.503,334,0,1.55e-84,-Inf,681,98.503,334,0,9.97e-96,-Inf,681
"1185","BRARA.B02525-MONOMER","BraA02g029020.3C","BRARA.B02525-MONOMER",98.442,385,0,0,NA,773,98.442,385,0,0,NA,773
"1186","BRARA.B02528-MONOMER","BraA02g029010.3C","BRARA.B02528-MONOMER",98.077,832,0,0,NA,1709,98.077,832,0,0,NA,1709
"1187","BRARA.B02532-MONOMER","BraA02g028970.3C","BRARA.B02532-MONOMER",98.354,1033,0,0,NA,2089,98.354,1033,0,0,NA,2089
"1188","BRARA.B02534-MONOMER","BraA02g028950.3C","BRARA.B02534-MONOMER",96.429,196,4.45e-140,1.02e-61,-78.360240160781,397,96.429,196,7.62e-141,1.04e-75,-65.1350783679592,397
"1189","BRARA.B02538-MONOMER","BraA08g013080.3C","BRARA.B02538-MONOMER",100,107,1.65e-75,4.64e-52,-23.449034036341,222,100,107,7.02e-76,7.02e-76,0,222
"1190","BRARA.B02542-MONOMER","BraA02g026690.3C","BRARA.B02542-MONOMER",98.965,483,0,0,NA,982,98.965,483,0,0,NA,982
"1191","BRARA.B02545-MONOMER","BraA02g026630.3C","BRARA.B02545-MONOMER",100,475,0,0,NA,977,100,475,0,0,NA,977
"1192","BRARA.B02553-MONOMER","BraA02g026560.3C","BRARA.B02553-MONOMER",98.876,623,0,0,NA,1277,98.876,623,0,0,NA,1277
"1193","BRARA.B02560-MONOMER","BraA02g026460.3C","BRARA.B02560-MONOMER",92.65,449,0,0,NA,854,92.65,449,0,0,NA,854
"1194","BRARA.B02561-MONOMER","BraA02g026450.3C","BRARA.B02561-MONOMER",99.281,556,0,0,NA,1144,99.281,556,0,0,NA,1144
"1195","BRARA.B02562-MONOMER","BraA02g026430.3C","BRARA.B02562-MONOMER",100,127,2.15e-92,2.8e-24,-68.1147195714266,262,100,127,5.3e-93,1.35e-71,-21.4060578988942,262
"1196","BRARA.B02565-MONOMER","BraA02g026380.3C","BRARA.B02565-MONOMER",99.303,1005,0,0,NA,2062,99.303,1005,0,0,NA,2062
"1197","BRARA.B02572-MONOMER","BraA02g026300.3C","BRARA.B02572-MONOMER",99.713,348,0,0,NA,709,99.713,348,0,2.02e-84,-Inf,709
"1198","BRARA.B02583-MONOMER","BraA02g026820.3C","BRARA.B02583-MONOMER",99.535,215,7.28e-160,3.53e-148,-11.6856433260748,440,99.535,215,1.79e-160,1.66e-154,-5.96725505706016,440
"1199","BRARA.B02591-MONOMER","BraA02g026870.3C","BRARA.B02591-MONOMER",95.238,567,0,0,NA,1100,95.238,567,0,0,NA,1100
"1200","BRARA.B02592-MONOMER","BraA02g026880.3C","BRARA.B02592-MONOMER",100,351,0,0,NA,723,100,351,0,0,NA,723
"1201","BRARA.B02598-MONOMER","BraA02g026920.3C","BRARA.B02598-MONOMER",98.712,854,0,0,NA,1741,98.712,854,0,0,NA,1741
"1202","BRARA.B02600-MONOMER","BraA02g026940.3C","BRARA.B02600-MONOMER",99.806,515,0,0,NA,1071,99.806,515,0,0,NA,1071
"1203","BRARA.B02615-MONOMER","BraA02g027110.3C","BRARA.B02615-MONOMER",98.927,466,0,0,NA,955,98.927,466,0,0,NA,955
"1204","BRARA.B02617-MONOMER","BraA02g027150.3C","BRARA.B02617-MONOMER",98.131,214,3.65e-151,1.06e-140,-10.4630130008083,434,98.131,214,2.74e-151,7.22e-132,-19.4207866347492,434
"1205","BRARA.B02629-MONOMER","BraA02g027310.3C","BRARA.B02629-MONOMER",99.223,515,0,1.29e-73,-Inf,1054,99.223,515,0,6.87e-85,-Inf,1054
"1206","BRARA.B02631-MONOMER","BraA02g027330.3C","BRARA.B02631-MONOMER",98.27,289,0,8.3e-141,-Inf,588,98.27,289,0,2.43e-140,-Inf,588
"1207","BRARA.B02634-MONOMER","BraA02g027350.3C","BRARA.B02634-MONOMER",99.338,151,3.39e-107,3.97e-98,-9.06859080856003,307,99.338,151,4.72e-108,1.02e-80,-27.3346581731278,307
"1208","BRARA.B02655-MONOMER","BraA02g027600.3C","BRARA.B02655-MONOMER",99.2,375,0,0,NA,755,99.2,375,0,0,NA,755
"1209","BRARA.B02679-MONOMER","BraA02g028480.3C","BRARA.B02679-MONOMER",96.022,930,0,0,NA,1839,96.022,930,0,0,NA,1839
"1210","BRARA.B02691-MONOMER","BraA02g028360.3C","BRARA.B02691-MONOMER",98.193,332,0,2.01e-34,-Inf,660,98.193,332,0,1.56e-30,-Inf,660
"1211","BRARA.B02692-MONOMER","BraA02g028350.3C","BRARA.B02692-MONOMER",99.565,230,1.02e-170,9.22e-119,-51.9561307492917,469,99.565,230,2.52e-171,2.99e-119,-52.0742706475429,469
"1212","BRARA.B02699-MONOMER","BraA02g028180.3C","BRARA.B02699-MONOMER",99.145,234,1.03e-175,1.12e-149,-26.036380797965,484,99.145,234,1.99e-176,1.23e-132,-43.7910520350297,484
"1213","BRARA.B02702-MONOMER","BraA02g028120.3C","BRARA.B02702-MONOMER",99.351,462,0,0,NA,954,99.351,462,0,0,NA,954
"1214","BRARA.B02711-MONOMER","BraA02g028020.3C","BRARA.B02711-MONOMER",97.659,299,0,0,NA,598,97.659,299,0,0,NA,598
"1215","BRARA.B02712-MONOMER","BraA02g028000.3C","BRARA.B02712-MONOMER",99.535,430,0,0,NA,872,99.535,430,0,0,NA,872
"1216","BRARA.B02714-MONOMER","BraA02g027990.3C","BRARA.B02714-MONOMER",99.731,744,0,0,NA,1543,99.731,744,0,0,NA,1543
"1217","BRARA.B02715-MONOMER","BraA02g027960.3C","BRARA.B02715-MONOMER",99.42,517,0,0,NA,1056,99.42,517,0,0,NA,1056
"1218","BRARA.B02721-MONOMER","BraA02g027860.3C","BRARA.B02721-MONOMER",99.83,587,0,0,NA,1211,99.83,587,0,0,NA,1211
"1219","BRARA.B02732-MONOMER","BraA02g028710.3C","BRARA.B02732-MONOMER",99.515,619,0,0,NA,1287,99.515,619,0,0,NA,1287
"1220","BRARA.B02745-MONOMER","BraA02g028550.3C","BRARA.B02745-MONOMER",98.374,615,0,0,NA,1235,98.374,615,0,0,NA,1235
"1221","BRARA.B02749-MONOMER","BraA02g028510.3C","BRARA.B02749-MONOMER",99.567,231,5.73e-169,3.89e-164,-4.83179497935834,464,99.567,231,1.41e-169,1.22e-163,-5.93714071801938,464
"1222","BRARA.B02765-MONOMER","BraA02g030930.3C","BRARA.B02765-MONOMER",98.005,401,0,0,NA,805,98.005,401,0,0,NA,805
"1223","BRARA.B02777-MONOMER","BraA02g031160.3C","BRARA.B02777-MONOMER",99.744,391,0,0.022,-Inf,812,99.744,391,0,1.22e-74,-Inf,812
"1224","BRARA.B02786-MONOMER","BraA02g031310.3C","BRARA.B02786-MONOMER",81.757,148,2.47e-82,6.03e-31,-51.3876203588805,245,81.757,148,5.91e-83,9.4e-30,-53.2015403727184,245
"1225","BRARA.B02791-MONOMER","BraA02g031380.3C","BRARA.B02791-MONOMER",96.057,558,0,0,NA,1100,96.057,558,0,0,NA,1100
"1226","BRARA.B02795-MONOMER","BraA02g031430.3C","BRARA.B02795-MONOMER",92.023,702,0,4.83e-63,-Inf,1295,92.023,702,0,1.02e-54,-Inf,1295
"1227","BRARA.B02807-MONOMER","BraA02g031510.3C","BRARA.B02807-MONOMER",98.16,326,0,0,NA,675,98.16,326,0,0,NA,675
"1228","BRARA.B02813-MONOMER","BraA02g031550.3C","BRARA.B02813-MONOMER",97.306,297,0,3.16e-120,-Inf,602,97.306,297,0,2.76e-119,-Inf,602
"1229","BRARA.B02814-MONOMER","BraA02g031570.3C","BRARA.B02814-MONOMER",99.707,341,0,0,NA,684,99.707,341,0,0,NA,684
"1230","BRARA.B02825-MONOMER","BraA02g031740.3C","BRARA.B02825-MONOMER",100,392,0,0,NA,813,100,392,0,0,NA,813
"1231","BRARA.B02826-MONOMER","BraA02g031750.3C","BRARA.B02826-MONOMER",98.969,679,0,0,NA,1405,98.969,679,0,0,NA,1405
"1232","BRARA.B02857-MONOMER","BraA02g032310.3C","BRARA.B02857-MONOMER",99.857,698,0,4.36e-06,-Inf,1439,99.857,698,0,9.08e-07,-Inf,1439
"1233","BRARA.B02858-MONOMER","BraA02g032320.3C","BRARA.B02858-MONOMER",99.287,421,0,0,NA,848,99.287,421,0,0,NA,848
"1234","BRARA.B02859-MONOMER","BraA02g032330.3C","BRARA.B02859-MONOMER",100,222,9.91e-167,7.78e-79,-87.8949059425044,458,100,222,2.44e-167,1.53e-79,-87.7973016044789,458
"1235","BRARA.B02860-MONOMER","BraA02g032350.3C","BRARA.B02860-MONOMER",100,358,0,1.38e-82,-Inf,744,100,358,0,5.44e-85,-Inf,744
"1236","BRARA.B02878-MONOMER","BraA02g032710.3C","BRARA.B02878-MONOMER",98.564,766,0,0,NA,1550,98.564,766,0,0,NA,1550
"1237","BRARA.B02881-MONOMER","BraA02g032720.3C","BRARA.B02881-MONOMER",98.261,460,0,0,NA,946,98.261,460,0,0,NA,946
"1238","BRARA.B02888-MONOMER","BraA02g032810.3C","BRARA.B02888-MONOMER",98.214,56,5.12e-34,0.000225,-29.6429125571355,110,98.214,56,1.97e-34,0.000186,-29.9750467180563,110
"1239","BRARA.B02889-MONOMER","BraA02g032830.3C","BRARA.B02889-MONOMER",96.667,210,9.93e-152,7.29e-141,-10.8657782798226,420,96.667,210,2.74e-152,5.61e-141,-11.3112122984358,420
"1240","BRARA.B02923-MONOMER","BraA02g033900.3C","BRARA.B02923-MONOMER",95.699,186,3.84e-131,9.48e-20,-111.392477112971,365,95.699,186,8.94e-132,3.73e-83,-48.6203713130128,365
"1241","BRARA.B02943-MONOMER","BraA02g033650.3C","BRARA.B02943-MONOMER",89.95,398,0,0,NA,713,89.95,398,0,0,NA,713
"1242","BRARA.B02956-MONOMER","BraA02g033490.3C","BRARA.B02956-MONOMER",96.311,244,1.43e-169,3.94e-165,-4.44016018436054,469,96.311,244,2.83e-170,2.88e-131,-39.0076060522349,469
"1243","BRARA.B02959-MONOMER","BraA02g033460.3C","BRARA.B02959-MONOMER",100,332,0,0,NA,682,100,332,0,0,NA,682
"1244","BRARA.B02980-MONOMER","BraA02g033980.3C","BRARA.B02980-MONOMER",97.41,502,0,0,NA,981,97.41,502,0,0,NA,981
"1245","BRARA.B02981-MONOMER","BraA02g034000.3C","BRARA.B02981-MONOMER",95.71,373,0,1.49e-86,-Inf,729,95.71,373,0,3.8e-88,-Inf,729
"1246","BRARA.B02985-MONOMER","BraA02g034050.3C","BRARA.B02985-MONOMER",94.728,588,0,1.68e-84,-Inf,1136,94.728,588,0,3.2e-89,-Inf,1135
"1247","BRARA.B02994-MONOMER","BraA02g034140.3C","BRARA.B02994-MONOMER",98.844,173,4.05e-124,1.76e-92,-31.6380576445995,347,98.844,173,1.02e-124,2.1e-96,-28.313619122972,347
"1248","BRARA.B02998-MONOMER","BraA02g034180.3C","BRARA.B02998-MONOMER",97.509,281,0,0,NA,577,97.509,281,0,0,NA,577
"1249","BRARA.B03003-MONOMER","BraA02g034230.3C","BRARA.B03003-MONOMER",98.63,219,4.3e-158,2.56e-85,-72.7747715097323,437,98.63,219,9.09e-159,1.34e-108,-50.1685409151429,437
"1250","BRARA.B03004-MONOMER","BraA02g034250.3C","BRARA.B03004-MONOMER",100,388,0,0,NA,804,100,388,0,0,NA,804
"1251","BRARA.B03009-MONOMER","BraA02g034300.3C","BRARA.B03009-MONOMER",98.734,632,0,0,NA,1298,98.734,632,0,0,NA,1298
"1252","BRARA.B03018-MONOMER","BraA02g034390.3C","BRARA.B03018-MONOMER",100,390,0,0,NA,803,100,390,0,0,NA,803
"1253","BRARA.B03019-MONOMER","BraA02g034400.3C","BRARA.B03019-MONOMER",96.053,152,2.04e-102,1.34e-76,-25.8174746309389,290,96.053,152,5.01e-103,9.95e-77,-26.2979853548785,290
