name,value,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,over_represented_padjust,Term,Definition,tissue.modules,tissue_LorD_set,-log10 FDR q-val
leaf.voom5.module.signedhybrid_brown,NA,GO:0032543,4.853451041047989e-6,0.9999997620978589,6,23,mitochondrial translation,BP,8.757012378348013e-4,mitochondrial translation,"The chemical reactions and pathways resulting in the formation of a protein in a mitochondrion. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein; the mitochondrion has its own ribosomes and transfer RNAs, and uses a genetic code that differs from the nuclear code.",leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0032543,4.853451041047989e-6,0.9999997620978589,6,23,mitochondrial translation,BP,8.757012378348013e-4,mitochondrial translation,"The chemical reactions and pathways resulting in the formation of a protein in a mitochondrion. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein; the mitochondrion has its own ribosomes and transfer RNAs, and uses a genetic code that differs from the nuclear code.",leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0032543,4.853451041047989e-6,0.9999997620978589,6,23,mitochondrial translation,BP,8.757012378348013e-4,mitochondrial translation,"The chemical reactions and pathways resulting in the formation of a protein in a mitochondrion. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein; the mitochondrion has its own ribosomes and transfer RNAs, and uses a genetic code that differs from the nuclear code.",leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0032543,4.853451041047989e-6,0.9999997620978589,6,23,mitochondrial translation,BP,8.757012378348013e-4,mitochondrial translation,"The chemical reactions and pathways resulting in the formation of a protein in a mitochondrion. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein; the mitochondrion has its own ribosomes and transfer RNAs, and uses a genetic code that differs from the nuclear code.",leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0000387,5.923264134298511e-6,0.9999995878850556,7,29,spliceosomal snRNP assembly,BP,0.0010201476274935026,spliceosomal snRNP assembly,"The aggregation, arrangement and bonding together of one or more snRNA and multiple protein components to form a ribonucleoprotein complex that is involved in formation of the spliceosome.",leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0000387,5.923264134298511e-6,0.9999995878850556,7,29,spliceosomal snRNP assembly,BP,0.0010201476274935026,spliceosomal snRNP assembly,"The aggregation, arrangement and bonding together of one or more snRNA and multiple protein components to form a ribonucleoprotein complex that is involved in formation of the spliceosome.",leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0000387,5.923264134298511e-6,0.9999995878850556,7,29,spliceosomal snRNP assembly,BP,0.0010201476274935026,spliceosomal snRNP assembly,"The aggregation, arrangement and bonding together of one or more snRNA and multiple protein components to form a ribonucleoprotein complex that is involved in formation of the spliceosome.",leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0000387,5.923264134298511e-6,0.9999995878850556,7,29,spliceosomal snRNP assembly,BP,0.0010201476274935026,spliceosomal snRNP assembly,"The aggregation, arrangement and bonding together of one or more snRNA and multiple protein components to form a ribonucleoprotein complex that is involved in formation of the spliceosome.",leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0045739,6.909800138800594e-6,0.999999780481196,5,14,positive regulation of DNA repair,BP,0.00113831446634415,positive regulation of DNA repair,"Any process that activates or increases the frequency, rate or extent of DNA repair.",leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0045739,6.909800138800594e-6,0.999999780481196,5,14,positive regulation of DNA repair,BP,0.00113831446634415,positive regulation of DNA repair,"Any process that activates or increases the frequency, rate or extent of DNA repair.",leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0045739,6.909800138800594e-6,0.999999780481196,5,14,positive regulation of DNA repair,BP,0.00113831446634415,positive regulation of DNA repair,"Any process that activates or increases the frequency, rate or extent of DNA repair.",leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0045739,6.909800138800594e-6,0.999999780481196,5,14,positive regulation of DNA repair,BP,0.00113831446634415,positive regulation of DNA repair,"Any process that activates or increases the frequency, rate or extent of DNA repair.",leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0060567,1.142567726071703e-5,1,3,3,"negative regulation of DNA-templated transcription, termination",BP,0.0018020468350877649,"negative regulation of DNA-templated transcription, termination","Any process that decreases the rate, frequency or extent of DNA-dependent transcription termination, the process in which transcription is completed; the formation of phosphodiester bonds ceases, the RNA-DNA hybrid dissociates, and RNA polymerase releases the DNA.",leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0060567,1.142567726071703e-5,1,3,3,"negative regulation of DNA-templated transcription, termination",BP,0.0018020468350877649,"negative regulation of DNA-templated transcription, termination","Any process that decreases the rate, frequency or extent of DNA-dependent transcription termination, the process in which transcription is completed; the formation of phosphodiester bonds ceases, the RNA-DNA hybrid dissociates, and RNA polymerase releases the DNA.",leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0060567,1.142567726071703e-5,1,3,3,"negative regulation of DNA-templated transcription, termination",BP,0.0018020468350877649,"negative regulation of DNA-templated transcription, termination","Any process that decreases the rate, frequency or extent of DNA-dependent transcription termination, the process in which transcription is completed; the formation of phosphodiester bonds ceases, the RNA-DNA hybrid dissociates, and RNA polymerase releases the DNA.",leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0060567,1.142567726071703e-5,1,3,3,"negative regulation of DNA-templated transcription, termination",BP,0.0018020468350877649,"negative regulation of DNA-templated transcription, termination","Any process that decreases the rate, frequency or extent of DNA-dependent transcription termination, the process in which transcription is completed; the formation of phosphodiester bonds ceases, the RNA-DNA hybrid dissociates, and RNA polymerase releases the DNA.",leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0009793,1.1889989674635555e-5,0.9999952145338813,34,767,embryo development ending in seed dormancy,BP,0.0018020468350877649,embryo development ending in seed dormancy,"The process whose specific outcome is the progression of the embryo over time, from zygote formation to the end of seed dormancy. An example of this process is found in Arabidopsis thaliana.",leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0009793,1.1889989674635555e-5,0.9999952145338813,34,767,embryo development ending in seed dormancy,BP,0.0018020468350877649,embryo development ending in seed dormancy,"The process whose specific outcome is the progression of the embryo over time, from zygote formation to the end of seed dormancy. An example of this process is found in Arabidopsis thaliana.",leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0009793,1.1889989674635555e-5,0.9999952145338813,34,767,embryo development ending in seed dormancy,BP,0.0018020468350877649,embryo development ending in seed dormancy,"The process whose specific outcome is the progression of the embryo over time, from zygote formation to the end of seed dormancy. An example of this process is found in Arabidopsis thaliana.",leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0009793,1.1889989674635555e-5,0.9999952145338813,34,767,embryo development ending in seed dormancy,BP,0.0018020468350877649,embryo development ending in seed dormancy,"The process whose specific outcome is the progression of the embryo over time, from zygote formation to the end of seed dormancy. An example of this process is found in Arabidopsis thaliana.",leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0000467,1.3463935319023776e-5,0.999999792365535,4,7,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0018976278456787404,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Exonucleolytic digestion of a pre-rRNA molecule to generate the mature 3'-end of a 5.8S rRNA molecule derived from an originally tricistronic pre-rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript.",leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0000467,1.3463935319023776e-5,0.999999792365535,4,7,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0018976278456787404,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Exonucleolytic digestion of a pre-rRNA molecule to generate the mature 3'-end of a 5.8S rRNA molecule derived from an originally tricistronic pre-rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript.",leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0000467,1.3463935319023776e-5,0.999999792365535,4,7,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0018976278456787404,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Exonucleolytic digestion of a pre-rRNA molecule to generate the mature 3'-end of a 5.8S rRNA molecule derived from an originally tricistronic pre-rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript.",leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0000467,1.3463935319023776e-5,0.999999792365535,4,7,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0018976278456787404,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Exonucleolytic digestion of a pre-rRNA molecule to generate the mature 3'-end of a 5.8S rRNA molecule derived from an originally tricistronic pre-rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript.",leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0000447,1.3522288686546843e-5,0.9999995191765055,5,13,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0018976278456787404,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Endonucleolytic cleavage between the SSU-rRNA and the 5.8S rRNA of an rRNA molecule originally produced as a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript.",leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0000447,1.3522288686546843e-5,0.9999995191765055,5,13,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0018976278456787404,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Endonucleolytic cleavage between the SSU-rRNA and the 5.8S rRNA of an rRNA molecule originally produced as a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript.",leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0000447,1.3522288686546843e-5,0.9999995191765055,5,13,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0018976278456787404,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Endonucleolytic cleavage between the SSU-rRNA and the 5.8S rRNA of an rRNA molecule originally produced as a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript.",leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0000447,1.3522288686546843e-5,0.9999995191765055,5,13,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0018976278456787404,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Endonucleolytic cleavage between the SSU-rRNA and the 5.8S rRNA of an rRNA molecule originally produced as a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript.",leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0034286,1.5014528889927414e-5,1,3,3,response to maltose,BP,0.0020317874987119634,response to maltose,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a maltose stimulus.",leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0034286,1.5014528889927414e-5,1,3,3,response to maltose,BP,0.0020317874987119634,response to maltose,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a maltose stimulus.",leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0034286,1.5014528889927414e-5,1,3,3,response to maltose,BP,0.0020317874987119634,response to maltose,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a maltose stimulus.",leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0034286,1.5014528889927414e-5,1,3,3,response to maltose,BP,0.0020317874987119634,response to maltose,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a maltose stimulus.",leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0000461,5.632458035458533e-5,0.9999984809325339,4,9,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0068262488063882566,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Endonucleolytic cleavage at the 3'-end of the SSU-rRNA from an originally tricistronic rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript, to produce the mature end of the SSU-rRNA.",leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0000461,5.632458035458533e-5,0.9999984809325339,4,9,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0068262488063882566,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Endonucleolytic cleavage at the 3'-end of the SSU-rRNA from an originally tricistronic rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript, to produce the mature end of the SSU-rRNA.",leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0000461,5.632458035458533e-5,0.9999984809325339,4,9,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0068262488063882566,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Endonucleolytic cleavage at the 3'-end of the SSU-rRNA from an originally tricistronic rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript, to produce the mature end of the SSU-rRNA.",leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0000461,5.632458035458533e-5,0.9999984809325339,4,9,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,0.0068262488063882566,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","Endonucleolytic cleavage at the 3'-end of the SSU-rRNA from an originally tricistronic rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript, to produce the mature end of the SSU-rRNA.",leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0034473,5.7651085195150225e-5,0.9999996411813682,3,4,U1 snRNA 3'-end processing,BP,0.0068262488063882566,U1 snRNA 3'-end processing,Any process involved in forming the mature 3' end of a U1 snRNA molecule.,leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0034473,5.7651085195150225e-5,0.9999996411813682,3,4,U1 snRNA 3'-end processing,BP,0.0068262488063882566,U1 snRNA 3'-end processing,Any process involved in forming the mature 3' end of a U1 snRNA molecule.,leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0034473,5.7651085195150225e-5,0.9999996411813682,3,4,U1 snRNA 3'-end processing,BP,0.0068262488063882566,U1 snRNA 3'-end processing,Any process involved in forming the mature 3' end of a U1 snRNA molecule.,leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0034473,5.7651085195150225e-5,0.9999996411813682,3,4,U1 snRNA 3'-end processing,BP,0.0068262488063882566,U1 snRNA 3'-end processing,Any process involved in forming the mature 3' end of a U1 snRNA molecule.,leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0034476,5.7651085195150225e-5,0.9999996411813682,3,4,U5 snRNA 3'-end processing,BP,0.0068262488063882566,U5 snRNA 3'-end processing,Any process involved in forming the mature 3' end of a U5 snRNA molecule.,leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0034476,5.7651085195150225e-5,0.9999996411813682,3,4,U5 snRNA 3'-end processing,BP,0.0068262488063882566,U5 snRNA 3'-end processing,Any process involved in forming the mature 3' end of a U5 snRNA molecule.,leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0034476,5.7651085195150225e-5,0.9999996411813682,3,4,U5 snRNA 3'-end processing,BP,0.0068262488063882566,U5 snRNA 3'-end processing,Any process involved in forming the mature 3' end of a U5 snRNA molecule.,leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0034476,5.7651085195150225e-5,0.9999996411813682,3,4,U5 snRNA 3'-end processing,BP,0.0068262488063882566,U5 snRNA 3'-end processing,Any process involved in forming the mature 3' end of a U5 snRNA molecule.,leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0071042,5.7651085195150225e-5,0.9999996411813682,3,4,nuclear polyadenylation-dependent mRNA catabolic process,BP,0.0068262488063882566,nuclear polyadenylation-dependent mRNA catabolic process,"The chemical reactions and pathways occurring in the nucleus and resulting in the breakdown of a messenger RNA (mRNA) molecule, initiated by the enzymatic addition of a sequence of adenylyl residues (polyadenylation) at the 3' end the target mRNA.",leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0071042,5.7651085195150225e-5,0.9999996411813682,3,4,nuclear polyadenylation-dependent mRNA catabolic process,BP,0.0068262488063882566,nuclear polyadenylation-dependent mRNA catabolic process,"The chemical reactions and pathways occurring in the nucleus and resulting in the breakdown of a messenger RNA (mRNA) molecule, initiated by the enzymatic addition of a sequence of adenylyl residues (polyadenylation) at the 3' end the target mRNA.",leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0071042,5.7651085195150225e-5,0.9999996411813682,3,4,nuclear polyadenylation-dependent mRNA catabolic process,BP,0.0068262488063882566,nuclear polyadenylation-dependent mRNA catabolic process,"The chemical reactions and pathways occurring in the nucleus and resulting in the breakdown of a messenger RNA (mRNA) molecule, initiated by the enzymatic addition of a sequence of adenylyl residues (polyadenylation) at the 3' end the target mRNA.",leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0071042,5.7651085195150225e-5,0.9999996411813682,3,4,nuclear polyadenylation-dependent mRNA catabolic process,BP,0.0068262488063882566,nuclear polyadenylation-dependent mRNA catabolic process,"The chemical reactions and pathways occurring in the nucleus and resulting in the breakdown of a messenger RNA (mRNA) molecule, initiated by the enzymatic addition of a sequence of adenylyl residues (polyadenylation) at the 3' end the target mRNA.",leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0045903,7.722398612302828e-5,0.9999994688046281,3,4,positive regulation of translational fidelity,BP,0.00886671767939861,positive regulation of translational fidelity,Any process that increases the ability of the translational apparatus to interpret the genetic code.,leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0045903,7.722398612302828e-5,0.9999994688046281,3,4,positive regulation of translational fidelity,BP,0.00886671767939861,positive regulation of translational fidelity,Any process that increases the ability of the translational apparatus to interpret the genetic code.,leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0045903,7.722398612302828e-5,0.9999994688046281,3,4,positive regulation of translational fidelity,BP,0.00886671767939861,positive regulation of translational fidelity,Any process that increases the ability of the translational apparatus to interpret the genetic code.,leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0045903,7.722398612302828e-5,0.9999994688046281,3,4,positive regulation of translational fidelity,BP,0.00886671767939861,positive regulation of translational fidelity,Any process that increases the ability of the translational apparatus to interpret the genetic code.,leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0035194,1.3273245977350097e-4,0.9999945181969604,4,16,posttranscriptional gene silencing by RNA,BP,0.014791861472993975,posttranscriptional gene silencing by RNA,Any process of posttranscriptional gene inactivation (silencing) mediated by small RNA molecules that may trigger mRNA degradation or negatively regulate translation.,leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0035194,1.3273245977350097e-4,0.9999945181969604,4,16,posttranscriptional gene silencing by RNA,BP,0.014791861472993975,posttranscriptional gene silencing by RNA,Any process of posttranscriptional gene inactivation (silencing) mediated by small RNA molecules that may trigger mRNA degradation or negatively regulate translation.,leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0035194,1.3273245977350097e-4,0.9999945181969604,4,16,posttranscriptional gene silencing by RNA,BP,0.014791861472993975,posttranscriptional gene silencing by RNA,Any process of posttranscriptional gene inactivation (silencing) mediated by small RNA molecules that may trigger mRNA degradation or negatively regulate translation.,leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0035194,1.3273245977350097e-4,0.9999945181969604,4,16,posttranscriptional gene silencing by RNA,BP,0.014791861472993975,posttranscriptional gene silencing by RNA,Any process of posttranscriptional gene inactivation (silencing) mediated by small RNA molecules that may trigger mRNA degradation or negatively regulate translation.,leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0006407,1.6816161807721092e-4,0.9999977814803706,3,5,rRNA export from nucleus,BP,0.01820469631127292,rRNA export from nucleus,The directed movement of rRNA from the nucleus to the cytoplasm; the rRNA is usually in the form of ribonucleoproteins.,leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0006407,1.6816161807721092e-4,0.9999977814803706,3,5,rRNA export from nucleus,BP,0.01820469631127292,rRNA export from nucleus,The directed movement of rRNA from the nucleus to the cytoplasm; the rRNA is usually in the form of ribonucleoproteins.,leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0006407,1.6816161807721092e-4,0.9999977814803706,3,5,rRNA export from nucleus,BP,0.01820469631127292,rRNA export from nucleus,The directed movement of rRNA from the nucleus to the cytoplasm; the rRNA is usually in the form of ribonucleoproteins.,leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0006407,1.6816161807721092e-4,0.9999977814803706,3,5,rRNA export from nucleus,BP,0.01820469631127292,rRNA export from nucleus,The directed movement of rRNA from the nucleus to the cytoplasm; the rRNA is usually in the form of ribonucleoproteins.,leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0042255,1.8401014390484108e-4,0.999997495953642,3,5,ribosome assembly,BP,0.019367067645984525,ribosome assembly,"The aggregation, arrangement and bonding together of the mature ribosome and of its subunits.",leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0042255,1.8401014390484108e-4,0.999997495953642,3,5,ribosome assembly,BP,0.019367067645984525,ribosome assembly,"The aggregation, arrangement and bonding together of the mature ribosome and of its subunits.",leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0042255,1.8401014390484108e-4,0.999997495953642,3,5,ribosome assembly,BP,0.019367067645984525,ribosome assembly,"The aggregation, arrangement and bonding together of the mature ribosome and of its subunits.",leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:0042255,1.8401014390484108e-4,0.999997495953642,3,5,ribosome assembly,BP,0.019367067645984525,ribosome assembly,"The aggregation, arrangement and bonding together of the mature ribosome and of its subunits.",leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:1900864,2.0301698632539195e-4,0.999996250850643,3,7,mitochondrial RNA modification,BP,0.020790036788835408,mitochondrial RNA modification,NA,leaf.brown,leaf_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:1900864,2.0301698632539195e-4,0.999996250850643,3,7,mitochondrial RNA modification,BP,0.020790036788835408,mitochondrial RNA modification,NA,leaf.brown,leaf_Dead,0
leaf.voom5.module.signedhybrid_brown,NA,GO:1900864,2.0301698632539195e-4,0.999996250850643,3,7,mitochondrial RNA modification,BP,0.020790036788835408,mitochondrial RNA modification,NA,leaf.brown,root_Live,0
leaf.voom5.module.signedhybrid_brown,NA,GO:1900864,2.0301698632539195e-4,0.999996250850643,3,7,mitochondrial RNA modification,BP,0.020790036788835408,mitochondrial RNA modification,NA,leaf.brown,root_Dead,1.6624674639372445
leaf.voom5.module.signedhybrid_brown,NA,GO:0051028,2.838409361908579e-4,0.9999600792700059,7,60,mRNA transport,BP,0.028301929137556858,mRNA transport,"The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",leaf.brown,leaf_Live,0
