name,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,over_represented_padjust,Definition,value
leaf.lightpink4,GO:0050992,3.3292845834635655e-5,0.9999999351859273,2,6,dimethylallyl diphosphate biosynthetic process,BP,0.025229318573486897,The chemical reactions and pathways resulting in the formation of dimethylallyl diphosphate.,NA
leaf.lightpink4,GO:0042853,4.598090608641266e-5,0.9999998888236435,2,7,L-alanine catabolic process,BP,0.029036942193569597,"The chemical reactions and pathways resulting in the breakdown of L-alanine, the L-enantiomer of 2-aminopropanoic acid, i.e. (2S)-2-aminopropanoic acid.",NA
leaf.lightpink4,GO:0009658,5.7286903396285994e-5,0.9999964737678629,5,254,chloroplast organization,BP,0.03100858242407538,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the chloroplast.",NA
leaf.lightpink4,GO:0006545,6.76023073855525e-5,0.9999997939179672,2,8,glycine biosynthetic process,BP,0.0320181428354823,"The chemical reactions and pathways resulting in the formation of glycine, aminoethanoic acid.",NA
leaf.lightpink4,GO:0006021,7.64108223135038e-5,0.9999997522983676,2,8,inositol biosynthetic process,BP,0.0321689561939851,"The chemical reactions and pathways resulting in the formation of inositol, 1,2,3,4,5,6-cyclohexanehexol, a growth factor for animals and microorganisms.",NA
leaf.lightpink4,GO:2001141,9.665034968687797e-5,0.9999996474595902,2,8,regulation of RNA biosynthetic process,BP,0.03394591393789003,"Any process that modulates the frequency, rate or extent of RNA biosynthetic process.",NA
leaf.lightpink4,GO:0015994,9.854976334568233e-5,0.9999996265416754,2,9,chlorophyll metabolic process,BP,0.03394591393789003,"The chemical reactions and pathways involving chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment.",NA
leaf.lightpink4,GO:0071483,1.1012896785369984e-4,0.9999995410405393,2,11,cellular response to blue light,BP,0.034773221599805726,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a blue light stimulus. Blue light is electromagnetic radiation with a wavelength of between 440 and 500nm.",NA
leaf.lightsteelblue1,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
leaf.lightyellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
leaf.magenta,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
leaf.maroon,GO:0007623,0,1,10,181,circadian rhythm,BP,0,Any biological process in an organism that recurs with a regularity of approximately 24 hours.,NA
leaf.maroon,GO:0010114,1.2007710170309192e-8,0.9999999997725881,6,106,response to red light,BP,1.6654645065735162e-5,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a red light stimulus. Red light is electromagnetic radiation of wavelength of 580-700nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs.",NA
leaf.maroon,GO:0009637,1.3186575665665211e-8,0.999999999747859,6,88,response to blue light,BP,1.6654645065735162e-5,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a blue light stimulus. Blue light is electromagnetic radiation with a wavelength of between 440 and 500nm.",NA
leaf.maroon,GO:0000160,1.1276295418677282e-7,0.999999998145574,5,70,phosphorelay signal transduction system,BP,1.0681470835342055e-4,A conserved series of molecular signals found in prokaryotes and eukaryotes; involves autophosphorylation of a histidine kinase and the transfer of the phosphate group to an aspartate that then acts as a phospho-donor to response regulator proteins.,NA
leaf.maroon,GO:0010218,3.7795077889787555e-7,0.9999999919584343,5,91,response to far red light,BP,2.864111002488101e-4,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of far red light stimulus. Far red light is electromagnetic radiation of wavelength 700-800nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs.",NA
leaf.maroon,GO:0051170,1.1360359705253326e-6,0.9999999960382928,3,9,import into nucleus,BP,6.850267099874717e-4,The directed movement of substances into the nucleus.,NA
leaf.maroon,GO:0010017,1.2655547558491163e-6,0.999999982551361,4,52,red or far-red light signaling pathway,BP,6.850267099874717e-4,"The series of molecular signals initiated upon sensing by photoreceptor molecules of red light or far red light. Red light is electromagnetic radiation of wavelength of 580-700nm. Far red light is electromagnetic radiation of wavelength 700-800nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs.",NA
leaf.maroon,GO:0009640,2.181247052970363e-6,0.9999999328080491,5,129,photomorphogenesis,BP,0.0010330931354630881,"The control of plant growth, development, and differentiation by the duration and nature of light, independent of photosynthesis.",NA
leaf.maroon,GO:0048511,4.778773420784881e-5,0.9999992583249624,3,46,rhythmic process,BP,0.02011863610150435,Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism.,NA
leaf.maroon,GO:0010362,7.077421116689003e-5,0.9999998407506527,2,4,negative regulation of anion channel activity by blue light,BP,0.02681634861113463,"Any process in which blue light stops, prevents, or reduces the frequency, rate, or extent of the anion channel activity.",NA
leaf.mediumorchid,GO:0035874,1.0023678518728449e-5,0.9999999916103987,2,4,cellular response to copper ion starvation,BP,0.037979717907462095,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of copper ions.",NA
leaf.mediumpurple3,GO:0018131,3.738530279387054e-8,1,3,3,oxazole or thiazole biosynthetic process,BP,1.4165291228597547e-4,"The chemical reactions and pathways resulting in the formation of oxazole or thiazole, five-membered heterocyclic ring structures containing an oxygen and a sulfur, respectively, in the 1-position and a nitrogen in the 3-position.",NA
leaf.mediumpurple3,GO:0009228,1.3494510111762746e-7,0.999999999090257,4,14,thiamine biosynthetic process,BP,2.556534940673452e-4,"The chemical reactions and pathways resulting in the formation of thiamine (vitamin B1), a water soluble vitamin present in fresh vegetables and meats, especially liver.",NA
leaf.mediumpurple3,GO:0009853,2.8512425738596415e-7,0.9999999903920521,6,104,photorespiration,BP,3.6011193707847274e-4,"A light-dependent catabolic process occurring concomitantly with photosynthesis in plants (especially C3 plants) whereby dioxygen (O2) is consumed and carbon dioxide (CO2) is evolved. The substrate is glycolate formed in large quantities in chloroplasts from 2-phosphoglycolate generated from ribulose 1,5-bisphosphate by the action of ribulose-bisphosphate carboxylase; the glycolate enters the peroxisomes where it is converted by glycolate oxidase to glyoxylate which undergoes transamination to glycine. This then passes into the mitochondria where it is decarboxylated forming one molecule of serine for every two molecules of glycine. This pathway also exists in photosynthetic bacteria.",NA
leaf.mediumpurple3,GO:0019265,1.2980882696803203e-5,1,2,2,"glycine biosynthetic process, by transamination of glyoxylate",BP,0.010830772376089053,The chemical reactions and pathways resulting in the formation of glycine by the transamination of glyoxylate.,NA
leaf.mediumpurple3,GO:0055114,1.429238898929672e-5,0.9999961117027761,19,1923,oxidation-reduction process,BP,0.010830772376089053,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.",NA
leaf.mediumpurple3,GO:0009409,4.5939111156136496e-5,0.9999921473808497,10,696,response to cold,BP,0.029010548695100197,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cold stimulus, a temperature stimulus below the optimal temperature for that organism.",NA
leaf.midnightblue,GO:0043622,1.3213356299690134e-5,0.9999991355649821,6,61,cortical microtubule organization,BP,0.041062977907516875,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures formed of microtubules and associated proteins in the cell cortex, i.e. just beneath the plasma membrane of a cell.",NA
leaf.midnightblue,GO:0005983,2.167483658354018e-5,0.9999989637114689,5,33,starch catabolic process,BP,0.041062977907516875,"The chemical reactions and pathways resulting in the breakdown of starch, the most important reserve polysaccharide in plants.",NA
leaf.midnightblue,GO:0009825,3.3759046469328595e-5,0.9999973818209207,6,63,multidimensional cell growth,BP,0.04263767569076202,The process in which a cell irreversibly increases in size in two or three [spatial] dimensions or along two or three axes.,NA
leaf.navajowhite2,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
leaf.orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
leaf.orangered4,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
leaf.paleturquoise,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
leaf.palevioletred3,GO:0016036,0,1,10,148,cellular response to phosphate starvation,BP,0,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of phosphate.",NA
leaf.palevioletred3,GO:0080040,4.2037530018504525e-8,0.9999999999669263,3,5,positive regulation of cellular response to phosphate starvation,BP,7.964010062005682e-5,"Any process that activates or increases the frequency, rate or extent of cellular response to phosphate starvation.",NA
leaf.palevioletred3,GO:0009247,2.112157918358156e-6,0.9999999899312109,3,13,glycolipid biosynthetic process,BP,0.002667655450886351,"The chemical reactions and pathways resulting in the formation of glycolipid, a class of 1,2-di-O-acylglycerols joined at oxygen 3 by a glycosidic linkage to a carbohydrate part (usually a mono-, di- or tri-saccharide).",NA
leaf.pink,GO:0030042,3.8992548280212116e-7,0.9999999876334129,6,24,actin filament depolymerization,BP,0.001477427654337237,Disassembly of actin filaments by the removal of actin monomers from a filament.,NA
leaf.plum1,GO:0009627,2.4683943098613542e-12,1,10,104,systemic acquired resistance,BP,9.352746040064671e-9,The salicylic acid mediated response to a pathogen which confers broad spectrum resistance.,NA
leaf.plum1,GO:0019762,1.6507625084867934e-9,0.9999999999648944,7,56,glucosinolate catabolic process,BP,3.12736957232823e-6,"The chemical reactions and pathways resulting in the breakdown of glucosinolates, substituted thioglucosides found in rapeseed products and related cruciferae.",NA
leaf.plum1,GO:0009651,4.353482005467334e-9,0.999999999325882,19,1045,response to salt stress,BP,5.4984477729052426e-6,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment.",NA
leaf.plum1,GO:0050832,4.3499284357027874e-7,0.999999950006075,11,469,defense response to fungus,BP,4.1204697107194655e-4,Reactions triggered in response to the presence of a fungus that act to protect the cell or organism.,NA
leaf.plum1,GO:0006032,4.892956396624671e-6,0.9999999054668393,4,35,chitin catabolic process,BP,0.0037078823573621755,"The chemical reactions and pathways resulting in the breakdown of chitin, a linear polysaccharide consisting of beta-(1->4)-linked N-acetyl-D-glucosamine residues.",NA
leaf.plum1,GO:0009682,7.109188999468309e-6,0.9999998496555683,4,33,induced systemic resistance,BP,0.004489359595599334,A response to non-pathogenic bacteria that confers broad spectrum systemic resistance to disease that does not depend upon salicylic acid signaling.,NA
leaf.plum1,GO:0005975,1.0367309379274194e-5,0.9999983331527478,11,541,carbohydrate metabolic process,BP,0.004489359595599334,"The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y. Includes the formation of carbohydrate derivatives by the addition of a carbohydrate residue to another molecule.",NA
leaf.plum1,GO:0000272,1.0465469395623369e-5,0.9999997524211214,4,39,polysaccharide catabolic process,BP,0.004489359595599334,"The chemical reactions and pathways resulting in the breakdown of a polysaccharide, a polymer of many (typically more than 10) monosaccharide residues linked glycosidically.",NA
leaf.plum1,GO:0072722,1.0663561984796518e-5,1,2,2,response to amitrole,BP,0.004489359595599334,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amitrole stimulus.",NA
leaf.plum1,GO:0010150,1.4127792890903101e-5,0.9999987397284608,7,219,leaf senescence,BP,0.005353020726363185,"The process that occurs in a leaf near the end of its active life that is associated with the dismantling of cell components and membranes, loss of functional chloroplasts, and an overall decline in metabolism.",NA
leaf.plum2,GO:0006468,1.3869302487955646e-9,0.9999999998005138,20,1484,protein phosphorylation,BP,5.255078712686395e-6,The process of introducing a phosphate group on to a protein.,NA
leaf.plum2,GO:0006952,2.0153074283095552e-6,0.9999996790856458,13,1165,defense response,BP,0.0027099911522304393,"Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.",NA
leaf.plum2,GO:0042742,2.1456778719164205e-6,0.9999997500777176,10,726,defense response to bacterium,BP,0.0027099911522304393,Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism.,NA
leaf.plum2,GO:0006491,1.736551611399154e-5,0.9999998207819447,3,19,N-glycan processing,BP,0.016449485138978488,"The conversion of N-linked glycan (N = nitrogen) structures from the initially transferred oligosaccharide to a mature form, by the actions of glycosidases and glycosyltransferases. The early processing steps are conserved and play roles in glycoprotein folding and trafficking.",NA
leaf.purple,GO:0009658,1.0416743085482797e-12,1,23,254,chloroplast organization,BP,3.946903955089432e-9,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the chloroplast.",NA
leaf.purple,GO:0031425,1.3301491922858161e-8,0.9999999996721216,7,19,chloroplast RNA processing,BP,2.5199676447854786e-5,The conversion of a primary RNA molecule transcribed from a chloroplast genome into one or more mature RNA molecules.,NA
leaf.purple,GO:0009099,3.616031888415624e-7,0.9999999893065535,6,19,valine biosynthetic process,BP,4.5670482750689335e-4,"The chemical reactions and pathways resulting in the formation of valine, 2-amino-3-methylbutanoic acid.",NA
leaf.purple,GO:0009082,5.995085590530451e-7,0.9999999798966581,6,22,branched-chain amino acid biosynthetic process,BP,5.67884482562997e-4,"The chemical reactions and pathways resulting in the formation of amino acids containing a branched carbon skeleton, comprising isoleucine, leucine and valine.",NA
leaf.purple,GO:0009451,1.6872222240003232e-6,0.9999996345885303,17,273,RNA modification,BP,0.0012785770013474449,The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.,NA
leaf.purple,GO:0009097,3.110676302856837e-6,0.9999998533794181,6,29,isoleucine biosynthetic process,BP,0.0019643920852540925,"The chemical reactions and pathways resulting in the formation of isoleucine, (2R*,3R*)-2-amino-3-methylpentanoic acid.",NA
leaf.purple,GO:0006418,9.244312435750968e-6,0.9999992598434291,7,52,tRNA aminoacylation for protein translation,BP,0.004419952876143901,"The synthesis of aminoacyl tRNA by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid  group of an amino acid, to be used in ribosome-mediated polypeptide synthesis.",NA
leaf.purple,GO:0006511,9.332178149683612e-6,0.999997159256201,22,586,ubiquitin-dependent protein catabolic process,BP,0.004419952876143901,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein.",NA
leaf.purple,GO:0051085,1.3030567037007127e-5,0.9999986071783262,8,82,chaperone cofactor-dependent protein refolding,BP,0.005485868722580001,"The process of assisting in the correct posttranslational noncovalent assembly of proteins, which is dependent on additional protein cofactors. This process occurs over one or several cycles of nucleotide hydrolysis-dependent binding and release.",NA
leaf.purple,GO:0045036,1.555514484179198e-5,0.9999989868282133,6,39,protein targeting to chloroplast,BP,0.005893844380554981,"The process of directing proteins towards the chloroplast, usually using signals contained within the protein. Imported proteins are synthesized as cytosolic precursors containing N-terminal uptake-targeting sequences that direct each protein to its correct subcompartment and are subsequently cleaved.",NA
leaf.purple,GO:0042026,3.7326025734160775e-5,0.9999953309704481,8,97,protein refolding,BP,0.012857119227885015,"The process carried out by a cell that restores the biological activity of an unfolded or misfolded protein, using helper proteins such as chaperones.",NA
leaf.purple,GO:0043161,6.188089472934478e-5,0.9999889722999169,10,167,proteasome-mediated ubiquitin-dependent protein catabolic process,BP,0.019538892510790617,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome.",NA
leaf.purple,GO:0046686,6.999792407932158e-5,0.999974260190179,24,753,response to cadmium ion,BP,0.020401702641273035,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus.",NA
leaf.purple,GO:0006457,9.21992081216164e-5,0.9999734892353132,16,423,protein folding,BP,0.024953057112343184,The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure.,NA
leaf.red,GO:0006412,9.584573261707648e-24,1,52,715,translation,BP,3.631594808861028e-20,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",NA
leaf.red,GO:0009451,7.951653645733809e-19,1,37,273,RNA modification,BP,1.5064407831842701e-15,The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.,NA
leaf.red,GO:0006364,6.44344930811706e-8,0.9999999898915782,16,160,rRNA processing,BP,8.138076476151847e-5,Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.,NA
leaf.red,GO:0002181,1.210271710807203e-6,0.9999998866758983,9,83,cytoplasmic translation,BP,0.001146429878062123,The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein.,NA
leaf.red,GO:0000470,2.091798170987325e-6,0.9999999095489228,6,26,maturation of LSU-rRNA,BP,0.0015851646539741947,Any process involved in the maturation of a precursor Large SubUnit (LSU) ribosomal RNA (rRNA) molecule into a mature LSU-rRNA molecule.,NA
leaf.royalblue,GO:0009664,2.2891664802086102e-6,0.9999998478974728,7,91,plant-type cell wall organization,BP,0.008673651793510425,"A process that results in the assembly and arrangement of constituent parts of the cellulose and pectin-containing cell wall, or in the disassembly of the cellulose and pectin-containing cell wall. This process is carried out at the cellular level. An example of this process is found in Arabidopsis thaliana.",NA
leaf.saddlebrown,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
leaf.salmon,GO:0042742,1.1545480004609633e-16,1,38,726,defense response to bacterium,BP,4.37458237374659e-13,Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism.,NA
leaf.salmon,GO:0010200,4.745963628534351e-15,1,23,286,response to chitin,BP,8.991228094258328e-12,"A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chitin stimulus.",NA
leaf.salmon,GO:0050832,2.1135365315186375e-12,1,25,469,defense response to fungus,BP,2.6693966393080393e-9,Reactions triggered in response to the presence of a fungus that act to protect the cell or organism.,NA
leaf.salmon,GO:0009617,3.750296205681245e-10,1,17,241,response to bacterium,BP,3.5524680808315595e-7,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium.",NA
leaf.salmon,GO:0009751,6.5028651094948104e-9,0.9999999991147953,18,347,response to salicylic acid,BP,4.9278711799751675e-6,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salicylic acid stimulus.",NA
leaf.salmon,GO:2000022,1.3680275763939535e-8,0.9999999990900253,10,89,regulation of jasmonic acid mediated signaling pathway,BP,8.639094144927817e-6,"Any process that modulates the frequency, rate or extent of jasmonic acid mediated signaling pathway.",NA
leaf.salmon,GO:0002229,1.741642973948807e-8,0.9999999983547794,12,126,defense response to oomycetes,BP,9.427264611845757e-6,Reactions triggered in response to the presence of oomycetes that act to protect the cell or organism.,NA
leaf.salmon,GO:1900457,2.0860494201747043e-8,0.9999999998320194,5,10,regulation of brassinosteroid mediated signaling pathway,BP,9.880051566302444e-6,NA,NA
leaf.salmon,GO:0006468,5.8199995385330005e-8,0.9999999847209771,41,1484,protein phosphorylation,BP,2.250341644963232e-5,The process of introducing a phosphate group on to a protein.,NA
leaf.salmon,GO:0010112,5.9391439560919296e-8,0.999999998666934,6,22,regulation of systemic acquired resistance,BP,2.250341644963232e-5,"Any process that modulates the frequency, rate or extent of systemic acquired resistance.",NA
leaf.salmon,GO:0009816,7.522079035471105e-8,0.9999999939314594,10,97,"defense response to bacterium, incompatible interaction",BP,2.591014315036365e-5,A response of an organism to a bacterium that prevents the occurrence or spread of disease.,NA
leaf.salmon,GO:0031347,2.5793220019150406e-7,0.9999999799401219,9,95,regulation of defense response,BP,8.144209221046741e-5,"Any process that modulates the frequency, rate or extent of a defense response.",NA
leaf.salmon,GO:0006952,3.238887050974495e-7,0.9999998957127563,32,1165,defense response,BP,9.440110027801815e-5,"Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.",NA
leaf.salmon,GO:2000070,5.873416108063579e-7,0.9999999788854939,6,34,regulation of response to water deprivation,BP,1.5895981166752073e-4,"Any process that modulates the frequency, rate or extent of response to water deprivation.",NA
leaf.salmon,GO:0009682,1.0314324487772365e-6,0.9999999592641297,6,33,induced systemic resistance,BP,2.5406346346819493e-4,A response to non-pathogenic bacteria that confers broad spectrum systemic resistance to disease that does not depend upon salicylic acid signaling.,NA
leaf.salmon,GO:0047484,1.072846507123547e-6,0.9999999740584101,5,22,regulation of response to osmotic stress,BP,2.5406346346819493e-4,Any process that modulates the rate or extent of the response to osmotic stress.,NA
leaf.salmon,GO:0009611,1.1816191793234006e-6,0.9999997494623528,17,419,response to wounding,BP,2.633620629680215e-4,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism.",NA
leaf.salmon,GO:0018401,1.404127837778594e-6,0.9999999644290369,5,21,peptidyl-proline hydroxylation to 4-hydroxy-L-proline,BP,2.9556890985239407e-4,"The modification of peptidyl-proline to form 4-hydroxy-L-proline; catalyzed by procollagen-proline,2-oxoglutarate-4-dioxygenase.",NA
leaf.salmon,GO:0002237,3.5852751917929123e-6,0.9999996790842521,8,88,response to molecule of bacterial origin,BP,6.795912412436007e-4,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin.",NA
leaf.salmon,GO:0080151,3.613208770418218e-6,0.9999999457855866,4,12,positive regulation of salicylic acid mediated signaling pathway,BP,6.795912412436007e-4,"Any process that activates or increases the frequency, rate or extent of salicylic acid mediated signal transduction.",NA
leaf.salmon,GO:0009862,3.7665389459265282e-6,0.9999998801527791,5,24,"systemic acquired resistance, salicylic acid mediated signaling pathway",BP,6.795912412436007e-4,The series of molecular signals mediated by salicylic acid involved in systemic acquired resistance.,NA
leaf.salmon,GO:1900056,5.015304146253038e-6,0.9999998285349895,5,26,negative regulation of leaf senescence,BP,8.637721550069437e-4,NA,NA
leaf.salmon,GO:0010104,8.554319277783167e-6,0.9999998246925901,4,17,regulation of ethylene-activated signaling pathway,BP,0.0014092311192834964,"Any process that modulates the frequency, rate or extent of ethylene (ethene) signal transduction.",NA
leaf.salmon,GO:0009651,1.3182428326399878e-5,0.9999954351112201,26,1045,response to salt stress,BP,0.002081175872030381,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment.",NA
leaf.salmon,GO:0050691,1.6887056182637294e-5,0.9999998792557826,3,6,regulation of defense response to virus by host,BP,0.0025518324950617975,"Any host process that modulates the frequency, rate, or extent of the antiviral response of a host cell or organism.",NA
leaf.salmon,GO:0009626,1.7510595109951634e-5,0.9999976635093152,9,140,plant-type hypersensitive response,BP,0.0025518324950617975,"The rapid, localized death of plant cells in response to invasion by a pathogen.",NA
leaf.salmon,GO:2000031,3.620423436205089e-5,0.9999980430708872,5,38,regulation of salicylic acid mediated signaling pathway,BP,0.0050806608888078085,"Any process that modulates the frequency, rate or extent of salicylic acid mediated signaling pathway.",NA
leaf.salmon,GO:0006527,4.1505827764718704e-5,0.9999995551753623,3,7,arginine catabolic process,BP,0.0056166279071614,"The chemical reactions and pathways resulting in the breakdown of arginine, 2-amino-5-(carbamimidamido)pentanoic acid.",NA
leaf.salmon,GO:0042351,5.2613895188867464e-5,0.9999993473280636,3,8,'de novo' GDP-L-fucose biosynthetic process,BP,0.0068742775472627185,"The chemical reactions and pathways resulting in the formation of GDP-L-fucose from GDP-D-mannose via GDP-4-dehydro-6-deoxy-D-mannose, requiring the functions of GDP-mannose 4,6-dehydratase (EC:4.2.1.47) and GDP-L-fucose synthase (EC:1.1.1.271).",NA
leaf.salmon,GO:0071482,7.255883069570769e-5,0.9999973035337961,4,22,cellular response to light stimulus,BP,0.00916418031686788,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light.",NA
leaf.salmon,GO:0006979,8.614801565819573e-5,0.9999765694367632,15,502,response to oxidative stress,BP,0.010529510688029148,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals.",NA
leaf.salmon,GO:0009864,9.340544702590093e-5,0.9999962305244801,4,25,"induced systemic resistance, jasmonic acid mediated signaling pathway",BP,0.011059788711910582,The series of molecular signals mediated by jasmonic acid involved in induced systemic resistance.,NA
leaf.salmon,GO:0051091,9.912286367541655e-5,0.9999982325051645,3,13,positive regulation of DNA-binding transcription factor activity,BP,0.011381106983822827,"Any process that activates or increases the frequency, rate or extent of activity of a transcription factor, any factor involved in the initiation or regulation of transcription.",NA
leaf.salmon,GO:0010120,1.6066346236925653e-4,0.9999924617598425,4,27,camalexin biosynthetic process,BP,0.017904525262268028,"The chemical reactions and pathways resulting in the formation of camalexin, an indole phytoalexin.",NA
leaf.salmon,GO:0080167,1.749447119298931e-4,0.9999643298427847,10,254,response to karrikin,BP,0.01892078193514945,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a karrikin stimulus. Karrikins are signaling molecules in smoke from burning vegetation that trigger seed germination for many angiosperms (flowering plants).",NA
