name,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,over_represented_padjust,Term,Definition
leaf.voom5.module.signedhybrid_darkgrey,GO:0006152,4.43E-04,0.999985718,4,6,purine nucleoside catabolic process,BP,0.026497207,purine nucleoside catabolic process,"The chemical reactions and pathways resulting in the breakdown of purine nucleoside, one of a family of organic molecules consisting of a purine base covalently bonded to a sugar ribose (a ribonucleoside) or deoxyribose (a deoxyribonucleoside)."
leaf.voom5.module.signedhybrid_darkgrey,GO:1902457,4.45E-04,0.999985617,4,6,negative regulation of stomatal opening,BP,0.026497207,negative regulation of stomatal opening,NA
leaf.voom5.module.signedhybrid_darkgrey,GO:0017001,4.56E-04,1,3,3,antibiotic catabolic process,BP,0.026497207,antibiotic catabolic process,"The chemical reactions and pathways resulting in the breakdown of antibiotic, a substance produced by or derived from certain fungi, bacteria, and other organisms, that can destroy or inhibit the growth of other microorganisms."
leaf.voom5.module.signedhybrid_darkgrey,GO:0043200,4.56E-04,1,3,3,response to amino acid,BP,0.026497207,response to amino acid,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."
leaf.voom5.module.signedhybrid_darkgrey,GO:0071786,4.62E-04,0.999969075,5,10,endoplasmic reticulum tubular network organization,BP,0.026497207,endoplasmic reticulum tubular network organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endoplasmic reticulum (ER) tubular network. The ER tubular network is the ER part that that has membranes with high curvature in cross-section."
leaf.voom5.module.signedhybrid_darkgrey,GO:0010286,5.63E-04,0.999805043,18,99,heat acclimation,BP,0.031832515,heat acclimation,Any process that increases heat tolerance of an organism in response to high temperatures.
leaf.voom5.module.signedhybrid_darkgrey,GO:0032509,6.03E-04,0.999915872,7,22,endosome transport via multivesicular body sorting pathway,BP,0.033121497,endosome transport via multivesicular body sorting pathway,"The directed movement of substances from endosomes to lysosomes or vacuoles by a pathway in which molecules are sorted into multivesicular bodies, which then fuse with the target compartment."
leaf.voom5.module.signedhybrid_darkgrey,GO:0006887,6.09E-04,0.999788032,18,96,exocytosis,BP,0.033121497,exocytosis,"A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell."
leaf.voom5.module.signedhybrid_darkgrey,GO:0051085,6.12E-04,0.99980308,16,82,chaperone cofactor-dependent protein refolding,BP,0.033121497,chaperone cofactor-dependent protein refolding,"The process of assisting in the correct posttranslational noncovalent assembly of proteins, which is dependent on additional protein cofactors. This process occurs over one or several cycles of nucleotide hydrolysis-dependent binding and release."
leaf.voom5.module.signedhybrid_darkgrey,GO:0015812,6.25E-04,1,3,3,gamma-aminobutyric acid transport,BP,0.033343309,gamma-aminobutyric acid transport,"The directed movement of gamma-aminobutyric acid (GABA, 4-aminobutyrate), an amino acid which acts as a neurotransmitter in some organisms, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
leaf.voom5.module.signedhybrid_darkgrey,GO:0052746,6.72E-04,0.999950954,5,10,inositol phosphorylation,BP,0.035360347,inositol phosphorylation,"The process of introducing one or more phosphate groups into inositol. Inositol is the cyclic alcohol 1,2,3,4,5,6-cyclohexanehexol, which is widely distributed in nature and acts as a growth factor in animals and microorganisms."
leaf.voom5.module.signedhybrid_darkgrey,GO:0051258,7.37E-04,0.999972601,4,6,protein polymerization,BP,0.037231779,protein polymerization,"The process of creating protein polymers, compounds composed of a large number of component monomers; polymeric proteins may be made up of different or identical monomers. Polymerization occurs by the addition of extra monomers to an existing poly- or oligomeric protein."
leaf.voom5.module.signedhybrid_darkgrey,GO:0006301,7.39E-04,0.999914927,6,17,postreplication repair,BP,0.037231779,postreplication repair,The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication. Includes pathways that remove replication-blocking lesions in conjunction with DNA replication.
leaf.voom5.module.signedhybrid_darkgrey,GO:0009816,7.45E-04,0.999735875,18,97,"defense response to bacterium, incompatible interaction",BP,0.037231779,"defense response to bacterium, incompatible interaction",A response of an organism to a bacterium that prevents the occurrence or spread of disease.
leaf.voom5.module.signedhybrid_darkgrey,GO:0002221,7.47E-04,0.99994415,5,10,pattern recognition receptor signaling pathway,BP,0.037231779,pattern recognition receptor signaling pathway,"Any series of molecular signals generated as a consequence of a pattern recognition receptor (PRR) binding to one of its physiological ligands. PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species, or damage-associated molecular pattern (DAMPs), endogenous molecules released from damaged cells."
leaf.voom5.module.signedhybrid_darkgrey,GO:0009738,7.57E-04,0.999561883,54,437,abscisic acid-activated signaling pathway,BP,0.037268217,abscisic acid-activated signaling pathway,"A series of molecular signals generated by the binding of the plant hormone abscisic acid (ABA) to a receptor, and ending with modulation of a cellular process, e.g. transcription."
leaf.voom5.module.signedhybrid_darkgrey,GO:0017157,8.14E-04,0.999878929,7,23,regulation of exocytosis,BP,0.039536591,regulation of exocytosis,"Any process that modulates the frequency, rate or extent of exocytosis."
leaf.voom5.module.signedhybrid_darkgrey,GO:0061408,8.27E-04,0.999796365,11,47,positive regulation of transcription from RNA polymerase II promoter in response to heat stress,BP,0.039646873,positive regulation of transcription from RNA polymerase II promoter in response to heat stress,"Any process that increases the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."
leaf.voom5.module.signedhybrid_darkgrey,GO:0033523,9.75E-04,0.999914463,5,12,histone H2B ubiquitination,BP,0.0461562,histone H2B ubiquitination,The modification of histone H2B by addition of ubiquitin groups.
leaf.voom5.module.signedhybrid_darkgrey,GO:0006212,0.001061227,0.99994748,4,7,uracil catabolic process,BP,0.049211243,uracil catabolic process,"The chemical reactions and pathways resulting in the breakdown of uracil, 2,4-dioxopyrimidine, one of the pyrimidine bases occurring in RNA, but not in DNA."
leaf.voom5.module.signedhybrid_darkgrey,GO:0006890,0.00106501,0.999652018,15,79,"retrograde vesicle-mediated transport, Golgi to ER",BP,0.049211243,"retrograde vesicle-mediated transport, Golgi to ER","The directed movement of substances from the Golgi back to the endoplasmic reticulum, mediated by vesicles bearing specific protein coats such as COPI or COG."
leaf.voom5.module.signedhybrid_darkgrey,GO:0032511,0.001083836,0.999981253,3,4,late endosome to vacuole transport via multivesicular body sorting pathway,BP,0.049477766,late endosome to vacuole transport via multivesicular body sorting pathway,"The directed movement of substances from endosomes to vacuoles by a pathway in which molecules are sorted into multivesicular bodies, which then fuse with the vacuole."
leaf.voom5.module.signedhybrid_darkgrey,GO:0009557,0.001099349,0.999980888,3,4,antipodal cell differentiation,BP,0.049537427,antipodal cell differentiation,The process in which an uncellularized nucleus cellularizes and acquires the specialized features of an antipodal cell.
leaf.voom5.module.signedhybrid_darkgrey,GO:0080149,0.001111291,0.999980606,3,4,sucrose induced translational repression,BP,0.049537427,sucrose induced translational repression,"Any process that stops, prevents or reduces the rate of translation as a result of increase in sucrose level."
leaf.voom5.module.signedhybrid_darkgrey,GO:0090630,0.00113275,0.999762311,9,33,activation of GTPase activity,BP,0.049906872,activation of GTPase activity,Any process that initiates the activity of an inactive GTPase through the replacement of GDP by GTP.
leaf.voom5.module.signedhybrid_darkmagenta,no enriched GO,NA,NA,NA,NA,NA,NA,NA,NA,NA
leaf.voom5.module.signedhybrid_darkorange,no enriched GO,NA,NA,NA,NA,NA,NA,NA,NA,NA
leaf.voom5.module.signedhybrid_darkorange2,no enriched GO,NA,NA,NA,NA,NA,NA,NA,NA,NA
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0008219,1.08E-10,1,7,60,cell death,BP,2.93E-07,cell death,"Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0018105,1.55E-10,1,9,154,peptidyl-serine phosphorylation,BP,2.93E-07,peptidyl-serine phosphorylation,The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine.
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0010337,3.67E-10,1,5,16,regulation of salicylic acid metabolic process,BP,4.63E-07,regulation of salicylic acid metabolic process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving salicylic acid."
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0006955,1.87E-09,1,5,21,immune response,BP,1.77E-06,immune response,Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat.
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0009626,5.51E-08,0.999999998,7,140,plant-type hypersensitive response,BP,4.18E-05,plant-type hypersensitive response,"The rapid, localized death of plant cells in response to invasion by a pathogen."
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0035556,9.84E-08,0.999999993,9,313,intracellular signal transduction,BP,6.21E-05,intracellular signal transduction,"The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0046777,3.99E-07,0.999999967,9,363,protein autophosphorylation,BP,2.16E-04,protein autophosphorylation,"The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0009738,7.73E-07,0.999999931,9,437,abscisic acid-activated signaling pathway,BP,3.66E-04,abscisic acid-activated signaling pathway,"A series of molecular signals generated by the binding of the plant hormone abscisic acid (ABA) to a receptor, and ending with modulation of a cellular process, e.g. transcription."
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0006468,5.24E-06,0.999998937,15,1484,protein phosphorylation,BP,0.0022056,protein phosphorylation,The process of introducing a phosphate group on to a protein.
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0009742,5.32E-05,0.999996747,5,176,brassinosteroid mediated signaling pathway,BP,0.020153463,brassinosteroid mediated signaling pathway,A series of molecular signals mediated by the detection of brassinosteroid.
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0006952,8.48E-05,0.999983043,11,1165,defense response,BP,0.02920052,defense response,"Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0051865,9.74E-05,0.999998076,3,39,protein autoubiquitination,BP,0.030758353,protein autoubiquitination,"The ubiquitination by a protein of one or more of its own amino acid residues, or residues on an identical protein. Ubiquitination occurs on the lysine residue by formation of an isopeptide crosslink."
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0009737,1.11E-04,0.999981417,9,832,response to abscisic acid,BP,0.032223282,response to abscisic acid,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abscisic acid stimulus."
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0009901,1.43E-04,0.999996776,3,41,anther dehiscence,BP,0.038670181,anther dehiscence,The dehiscence of an anther to release the pollen grains contained within it.
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0052542,1.68E-04,0.999999163,2,9,defense response by callose deposition,BP,0.042385996,defense response by callose deposition,"Any process in which callose is transported to, and/or maintained in, a specific location during the defense response. Callose is a linear 1,3-beta-d-glucan formed from UDP-glucose and is found in certain plant cell walls."
leaf.voom5.module.signedhybrid_grey,GO:0008150,5.62E-10,1,322,6445,biological_process,BP,2.13E-06,biological_process,"A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence."
leaf.voom5.module.signedhybrid_honeydew1,GO:0009451,7.55E-13,1,16,273,RNA modification,BP,2.86E-09,RNA modification,The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.
leaf.voom5.module.signedhybrid_honeydew1,GO:0044205,1.44E-05,0.999999872,3,11,'de novo' UMP biosynthetic process,BP,0.027276181,'de novo' UMP biosynthetic process,"The chemical reactions and pathways resulting in the formation of UMP, uridine monophosphate, starting with the synthesis of (S)-dihydroorotate from bicarbonate; UMP biosynthesis may either occur via reduction by quinone, NAD(+) or oxygen."
leaf.voom5.module.signedhybrid_lavenderblush3,no enriched GO,NA,NA,NA,NA,NA,NA,NA,NA,NA
leaf.voom5.module.signedhybrid_lightcyan1,GO:0015979,3.58E-86,1,118,200,photosynthesis,BP,1.35E-82,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009735,9.40E-48,1,128,412,response to cytokinin,BP,1.78E-44,response to cytokinin,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokinin stimulus."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009658,7.36E-40,1,94,254,chloroplast organization,BP,9.30E-37,chloroplast organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the chloroplast."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009409,3.03E-33,1,147,696,response to cold,BP,2.87E-30,response to cold,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cold stimulus, a temperature stimulus below the optimal temperature for that organism."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009768,8.81E-33,1,32,38,"photosynthesis, light harvesting in photosystem I",BP,6.68E-30,"photosynthesis, light harvesting in photosystem I","After a photon of light is absorbed by one of the many chlorophyll molecules, in one of the light-harvesting complexes of an antenna on photosystem I, some of the absorbed energy is transferred to the pair of chlorophyll molecules in the reaction center."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0015995,3.22E-30,1,44,75,chlorophyll biosynthetic process,BP,2.03E-27,chlorophyll biosynthetic process,"The chemical reactions and pathways resulting in the formation of chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment, from less complex precursors."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0019253,1.93E-27,1,32,45,reductive pentose-phosphate cycle,BP,1.05E-24,reductive pentose-phosphate cycle,"The fixation of carbon dioxide (CO2) as glucose in the chloroplasts of C3 plants; uses ATP and NADPH formed in the light reactions of photosynthesis; carbon dioxide reacts with ribulose 1,5-bisphosphate (catalyzed by the function of ribulose-bisphosphate carboxylase) to yield two molecules of 3-phosphoglycerate; these are then phosphorylated by ATP to 1,3-bisphosphateglyceraldehyde which, in turn, is then reduced by NADPH to glyceraldehyde 3-phosphate. The glyceraldehyde 3-phosphate is converted to fructose 5-phosphate and ribulose 5-phosphate by aldolase and other enzymes; the ribulose 5-phosphate is phosphorylated by ATP to ribulose 1,5-bisphosphate."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0018298,6.00E-23,1,36,69,protein-chromophore linkage,BP,2.84E-20,protein-chromophore linkage,The covalent or noncovalent attachment of a chromophore to a protein.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0018119,1.20E-21,1,28,45,peptidyl-cysteine S-nitrosylation,BP,5.06E-19,peptidyl-cysteine S-nitrosylation,"The covalent addition of a nitric oxide (NO) group to the sulphur (S) atom of a cysteine residue in a protein, to form peptidyl-S-nitrosyl-L-cysteine."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009773,3.76E-20,1,22,32,photosynthetic electron transport in photosystem I,BP,1.43E-17,photosynthetic electron transport in photosystem I,"A photosynthetic electron transport chain in which electrons move from the primary electron acceptor (Quinone, X) through a chain of electron transport molecules in the thylakoid membrane until they reach ferredoxin which passes the electron to the ultimate electron acceptor; NADP."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009767,7.27E-19,1,21,30,photosynthetic electron transport chain,BP,2.50E-16,photosynthetic electron transport chain,"A process, occurring as part of photosynthesis, in which light provides the energy for a series of electron carriers to operate together to transfer electrons and generate a transmembrane electrochemical gradient."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0032544,4.84E-18,1,19,27,plastid translation,BP,1.53E-15,plastid translation,"The chemical reactions and pathways resulting in the formation of a protein in a plastid. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein; the plastid has its own ribosomes and transfer RNAs, and uses a genetic code that differs from the nuclear code."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009416,1.42E-17,1,82,394,response to light stimulus,BP,3.94E-15,response to light stimulus,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0055114,1.45E-17,1,252,1923,oxidation-reduction process,BP,3.94E-15,oxidation-reduction process,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0045037,6.12E-16,1,23,39,protein import into chloroplast stroma,BP,1.55E-13,protein import into chloroplast stroma,"The targeting and import of proteins into the chloroplast stroma. Import depends on ATP hydrolysis catalyzed by stromal chaperones. Chloroplast stromal proteins, such as the S subunit of rubisco, have a N-terminal stromal-import sequence of about 44 amino acids which is cleaved from the protein precursor after import."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006094,6.63E-16,1,26,52,gluconeogenesis,BP,1.57E-13,gluconeogenesis,"The formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006096,2.21E-15,1,43,138,glycolytic process,BP,4.93E-13,glycolytic process,"The chemical reactions and pathways resulting in the breakdown of a carbohydrate into pyruvate, with the concomitant production of a small amount of ATP and the reduction of NAD(P) to NAD(P)H. Glycolysis begins with the metabolism of a carbohydrate to generate products that can enter the pathway and ends with the production of pyruvate. Pyruvate may be converted to acetyl-coenzyme A, ethanol, lactate, or other small molecules."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009645,4.32E-15,1,14,16,response to low light intensity stimulus,BP,9.08E-13,response to low light intensity stimulus,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a low light intensity stimulus. Low light intensity is defined as a level of electromagnetic radiation at or below 0.1 micromols/m2."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006412,4.69E-15,1,93,715,translation,BP,9.35E-13,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0010027,6.42E-15,1,30,75,thylakoid membrane organization,BP,1.22E-12,thylakoid membrane organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the thylakoid membrane."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0046686,9.34E-15,1,118,753,response to cadmium ion,BP,1.68E-12,response to cadmium ion,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."
leaf.voom5.module.signedhybrid_lightcyan1,GO:1901259,2.37E-14,1,18,29,chloroplast rRNA processing,BP,4.08E-12,chloroplast rRNA processing,NA
leaf.voom5.module.signedhybrid_lightcyan1,GO:0045454,1.72E-13,1,50,253,cell redox homeostasis,BP,2.83E-11,cell redox homeostasis,Any process that maintains the redox environment of a cell or compartment within a cell.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0010196,1.03E-12,1,13,17,nonphotochemical quenching,BP,1.63E-10,nonphotochemical quenching,"The process by which excess light energy absorbed by chlorophyll and not used to drive photosynthesis is emitted as heat. This process helps maintain the balance between dissipation and utilization of light energy to minimize generation of oxidizing molecules, thereby protecting the plant against photo-oxidative damage."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0010207,2.49E-12,1,19,40,photosystem II assembly,BP,3.77E-10,photosystem II assembly,"The aggregation, arrangement and bonding together of a set of components to form a photosystem II complex on the thylakoid membrane. The photosystem II complex consists of at least 20 polypeptides and around 80 cofactors in most organisms."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0031425,1.61E-11,1,14,19,chloroplast RNA processing,BP,2.34E-09,chloroplast RNA processing,The conversion of a primary RNA molecule transcribed from a chloroplast genome into one or more mature RNA molecules.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006268,2.46E-11,1,16,27,DNA unwinding involved in DNA replication,BP,3.45E-09,DNA unwinding involved in DNA replication,"The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0019684,4.87E-11,1,14,23,"photosynthesis, light reaction",BP,6.60E-09,"photosynthesis, light reaction","The light reactions of photosynthesis, which take place in photosystems II and I. Light energy is harvested and used to power the transfer of electrons among a series of electron donors and acceptors. The final electron acceptor is NADP+, which is reduced to NADPH. NADPH generated from light reactions is used in sugar synthesis in dark reactions. Light reactions also generate a proton motive force across the thylakoid membrane, and the proton gradient is used to synthesize ATP. There are two chemical reactions involved in the light reactions: water oxidation in photosystem II, and NADP reduction in photosystem I."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009769,5.72E-11,1,10,12,"photosynthesis, light harvesting in photosystem II",BP,7.47E-09,"photosynthesis, light harvesting in photosystem II","After a photon of light is absorbed by one of the many chlorophyll molecules, in one of the light-harvesting complexes of an antenna on photosystem II, some of the absorbed energy is transferred to the pair of chlorophyll molecules in the reaction center."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006779,2.04E-10,1,13,19,porphyrin-containing compound biosynthetic process,BP,2.57E-08,porphyrin-containing compound biosynthetic process,The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006270,3.44E-09,1,15,32,DNA replication initiation,BP,4.20E-07,DNA replication initiation,"The process in which DNA-dependent DNA replication is started; this begins with the ATP dependent loading of an initiator complex onto the DNA, this is followed by DNA melting and helicase activity. In bacteria, the gene products that enable the helicase activity are loaded after the initial melting and in archaea and eukaryotes, the gene products that enable the helicase activity are inactive when they are loaded and subsequently activate."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0042254,4.89E-09,1,37,236,ribosome biogenesis,BP,5.79E-07,ribosome biogenesis,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0042549,5.69E-09,1,10,16,photosystem II stabilization,BP,6.54E-07,photosystem II stabilization,"The stabilization of the photosystem II protein complex, resulting from the phosphorylation of its structural protein subunits, in a cell actively involved in photosynthesis."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006636,5.90E-09,0.999999999,18,49,unsaturated fatty acid biosynthetic process,BP,6.57E-07,unsaturated fatty acid biosynthetic process,"The chemical reactions and pathways resulting in the formation of an unsaturated fatty acid, any fatty acid containing one or more double bonds between carbon atoms."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0045038,1.15E-08,1,9,12,protein import into chloroplast thylakoid membrane,BP,1.24E-06,protein import into chloroplast thylakoid membrane,"The import of proteins into the chloroplast thylakoid membranes. Proteins that are destined for the thylakoid lumen require two uptake-targeting sequences: the first targets the protein to the stroma, and the second targets the protein from the stroma to the thylakoid lumen. Four separate thylakoid-import systems deal with the proteins once they are in the stroma."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0045036,1.32E-08,0.999999999,16,39,protein targeting to chloroplast,BP,1.39E-06,protein targeting to chloroplast,"The process of directing proteins towards the chloroplast, usually using signals contained within the protein. Imported proteins are synthesized as cytosolic precursors containing N-terminal uptake-targeting sequences that direct each protein to its correct subcompartment and are subsequently cleaved."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0042742,1.54E-08,1,98,726,defense response to bacterium,BP,1.57E-06,defense response to bacterium,Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0015986,1.80E-08,0.999999997,19,65,ATP synthesis coupled proton transport,BP,1.79E-06,ATP synthesis coupled proton transport,The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009765,2.17E-08,0.999999999,10,17,"photosynthesis, light harvesting",BP,2.10E-06,"photosynthesis, light harvesting",Absorption and transfer of the energy absorbed from light photons between photosystem reaction centers.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006782,2.22E-08,0.999999998,12,23,protoporphyrinogen IX biosynthetic process,BP,2.10E-06,protoporphyrinogen IX biosynthetic process,The chemical reactions and pathways resulting in the formation of protoporphyrinogen IX.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0010020,3.93E-08,0.999999995,15,38,chloroplast fission,BP,3.63E-06,chloroplast fission,The division of a chloroplast within a cell to form two or more separate chloroplast compartments. This division occurs independently of mitosis.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0019464,5.48E-08,0.999999999,8,11,glycine decarboxylation via glycine cleavage system,BP,4.94E-06,glycine decarboxylation via glycine cleavage system,"The chemical reactions and pathways resulting in the breakdown of glycine by oxidative cleavage to carbon dioxide, ammonia, and a methylene group, mediated by enzymes of the glycine cleavage complex."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009793,5.62E-08,1,99,767,embryo development ending in seed dormancy,BP,4.96E-06,embryo development ending in seed dormancy,"The process whose specific outcome is the progression of the embryo over time, from zygote formation to the end of seed dormancy. An example of this process is found in Arabidopsis thaliana."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009854,6.46E-08,0.999999995,12,25,oxidative photosynthetic carbon pathway,BP,5.56E-06,oxidative photosynthetic carbon pathway,"The reactions of the C2 pathway bring about the metabolic conversion of two molecules of 2-phosphoglycolate to one molecule of 3-phosphoglycerate, which can be used by the C3 cycle, and one molecule of carbon dioxide (CO2)."
