name,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,over_represented_padjust,Term,Definition
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0006468,5.238954643545691e-6,0.999998936916751,15,1484,protein phosphorylation,BP,0.002205599904932736,protein phosphorylation,The process of introducing a phosphate group on to a protein.
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0009742,5.3189397868515635e-5,0.9999967466301827,5,176,brassinosteroid mediated signaling pathway,BP,0.020153462852380573,brassinosteroid mediated signaling pathway,A series of molecular signals mediated by the detection of brassinosteroid.
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0006952,8.47732160898603e-5,0.9999830425980296,11,1165,defense response,BP,0.029200519614952788,defense response,"Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0051865,9.741362694903755e-5,0.9999980755003903,3,39,protein autoubiquitination,BP,0.030758352709158606,protein autoubiquitination,"The ubiquitination by a protein of one or more of its own amino acid residues, or residues on an identical protein. Ubiquitination occurs on the lysine residue by formation of an isopeptide crosslink."
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0009737,1.1055757988414331e-4,0.9999814166516212,9,832,response to abscisic acid,BP,0.03222328232161684,response to abscisic acid,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abscisic acid stimulus."
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0009901,1.4288269749031528e-4,0.9999967759305955,3,41,anther dehiscence,BP,0.03867018148505747,anther dehiscence,The dehiscence of an anther to release the pollen grains contained within it.
leaf.voom5.module.signedhybrid_darkseagreen4,GO:0052542,1.6779887500369955e-4,0.9999991631291746,2,9,defense response by callose deposition,BP,0.042385995825934504,defense response by callose deposition,"Any process in which callose is transported to, and/or maintained in, a specific location during the defense response. Callose is a linear 1,3-beta-d-glucan formed from UDP-glucose and is found in certain plant cell walls."
leaf.voom5.module.signedhybrid_grey,GO:0008150,5.615065478323625e-10,1,322,6445,biological_process,BP,2.127548309736822e-6,biological_process,"A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence."
leaf.voom5.module.signedhybrid_honeydew1,GO:0009451,7.5518711791076e-13,1,16,273,RNA modification,BP,2.8614039897638696e-9,RNA modification,The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically.
leaf.voom5.module.signedhybrid_honeydew1,GO:0044205,1.4397561919834435e-5,0.9999998724550287,3,11,'de novo' UMP biosynthetic process,BP,0.02727618105712634,'de novo' UMP biosynthetic process,"The chemical reactions and pathways resulting in the formation of UMP, uridine monophosphate, starting with the synthesis of (S)-dihydroorotate from bicarbonate; UMP biosynthesis may either occur via reduction by quinone, NAD(+) or oxygen."
leaf.voom5.module.signedhybrid_lavenderblush3,no enriched GO,NA,NA,NA,NA,NA,NA,NA,NA,NA
leaf.voom5.module.signedhybrid_lightcyan1,GO:0015979,3.5754142589726e-86,1,118,200,photosynthesis,BP,1.354724462724718e-82,photosynthesis,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009735,9.395683945953078e-48,1,128,412,response to cytokinin,BP,1.7800123235608106e-44,response to cytokinin,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokinin stimulus."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009658,7.364854960700887e-40,1,94,254,chloroplast organization,BP,9.30181181536522e-37,chloroplast organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the chloroplast."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009409,3.027185100456494e-33,1,147,696,response to cold,BP,2.867501086407414e-30,response to cold,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cold stimulus, a temperature stimulus below the optimal temperature for that organism."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009768,8.813098132347991e-33,1,32,38,"photosynthesis, light harvesting in photosystem I",BP,6.678565764693308e-30,"photosynthesis, light harvesting in photosystem I","After a photon of light is absorbed by one of the many chlorophyll molecules, in one of the light-harvesting complexes of an antenna on photosystem I, some of the absorbed energy is transferred to the pair of chlorophyll molecules in the reaction center."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0015995,3.2204646013952736e-30,1,44,75,chlorophyll biosynthetic process,BP,2.0337233957811154e-27,chlorophyll biosynthetic process,"The chemical reactions and pathways resulting in the formation of chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment, from less complex precursors."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0019253,1.934298861808894e-27,1,32,45,reductive pentose-phosphate cycle,BP,1.0470083410562715e-24,reductive pentose-phosphate cycle,"The fixation of carbon dioxide (CO2) as glucose in the chloroplasts of C3 plants; uses ATP and NADPH formed in the light reactions of photosynthesis; carbon dioxide reacts with ribulose 1,5-bisphosphate (catalyzed by the function of ribulose-bisphosphate carboxylase) to yield two molecules of 3-phosphoglycerate; these are then phosphorylated by ATP to 1,3-bisphosphateglyceraldehyde which, in turn, is then reduced by NADPH to glyceraldehyde 3-phosphate. The glyceraldehyde 3-phosphate is converted to fructose 5-phosphate and ribulose 5-phosphate by aldolase and other enzymes; the ribulose 5-phosphate is phosphorylated by ATP to ribulose 1,5-bisphosphate."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0018298,5.998536764237323e-23,1,36,69,protein-chromophore linkage,BP,2.841056974961902e-20,protein-chromophore linkage,The covalent or noncovalent attachment of a chromophore to a protein.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0018119,1.2029064743695442e-21,1,28,45,peptidyl-cysteine S-nitrosylation,BP,5.0642362570957815e-19,peptidyl-cysteine S-nitrosylation,"The covalent addition of a nitric oxide (NO) group to the sulphur (S) atom of a cysteine residue in a protein, to form peptidyl-S-nitrosyl-L-cysteine."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009773,3.7613230265100634e-20,1,22,32,photosynthetic electron transport in photosystem I,BP,1.4251652947446628e-17,photosynthetic electron transport in photosystem I,"A photosynthetic electron transport chain in which electrons move from the primary electron acceptor (Quinone, X) through a chain of electron transport molecules in the thylakoid membrane until they reach ferredoxin which passes the electron to the ultimate electron acceptor; NADP."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009767,7.268462788070542e-19,1,21,30,photosynthetic electron transport chain,BP,2.5036550458181165e-16,photosynthetic electron transport chain,"A process, occurring as part of photosynthesis, in which light provides the energy for a series of electron carriers to operate together to transfer electrons and generate a transmembrane electrochemical gradient."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0032544,4.837232626049615e-18,1,19,27,plastid translation,BP,1.527356201675166e-15,plastid translation,"The chemical reactions and pathways resulting in the formation of a protein in a plastid. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein; the plastid has its own ribosomes and transfer RNAs, and uses a genetic code that differs from the nuclear code."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009416,1.4221030291355966e-17,1,82,394,response to light stimulus,BP,3.936345125869052e-15,response to light stimulus,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0055114,1.454442643498726e-17,1,252,1923,oxidation-reduction process,BP,3.936345125869052e-15,oxidation-reduction process,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0045037,6.124797342022697e-16,1,23,39,protein import into chloroplast stroma,BP,1.5471238085949332e-13,protein import into chloroplast stroma,"The targeting and import of proteins into the chloroplast stroma. Import depends on ATP hydrolysis catalyzed by stromal chaperones. Chloroplast stromal proteins, such as the S subunit of rubisco, have a N-terminal stromal-import sequence of about 44 amino acids which is cleaved from the protein precursor after import."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006094,6.633967760404279e-16,1,26,52,gluconeogenesis,BP,1.5710064902607384e-13,gluconeogenesis,"The formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006096,2.21417091384975e-15,1,43,138,glycolytic process,BP,4.934996230927472e-13,glycolytic process,"The chemical reactions and pathways resulting in the breakdown of a carbohydrate into pyruvate, with the concomitant production of a small amount of ATP and the reduction of NAD(P) to NAD(P)H. Glycolysis begins with the metabolism of a carbohydrate to generate products that can enter the pathway and ends with the production of pyruvate. Pyruvate may be converted to acetyl-coenzyme A, ethanol, lactate, or other small molecules."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009645,4.3153543474852426e-15,1,14,16,response to low light intensity stimulus,BP,9.083820901456436e-13,response to low light intensity stimulus,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a low light intensity stimulus. Low light intensity is defined as a level of electromagnetic radiation at or below 0.1 micromols/m2."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006412,4.68729537942744e-15,1,93,715,translation,BP,9.347453785605565e-13,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0010027,6.417459615727759e-15,1,30,75,thylakoid membrane organization,BP,1.215787724199624e-12,thylakoid membrane organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the thylakoid membrane."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0046686,9.33622054633141e-15,1,118,753,response to cadmium ion,BP,1.6845209357166528e-12,response to cadmium ion,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."
leaf.voom5.module.signedhybrid_lightcyan1,GO:1901259,2.3678829973727116e-14,1,18,29,chloroplast rRNA processing,BP,4.07814030774782e-12,chloroplast rRNA processing,NA
leaf.voom5.module.signedhybrid_lightcyan1,GO:0045454,1.7202038998234297e-13,1,50,253,cell redox homeostasis,BP,2.8338489462743368e-11,cell redox homeostasis,Any process that maintains the redox environment of a cell or compartment within a cell.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0010196,1.0315090913289286e-12,1,13,17,nonphotochemical quenching,BP,1.628494977935546e-10,nonphotochemical quenching,"The process by which excess light energy absorbed by chlorophyll and not used to drive photosynthesis is emitted as heat. This process helps maintain the balance between dissipation and utilization of light energy to minimize generation of oxidizing molecules, thereby protecting the plant against photo-oxidative damage."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0010207,2.490156988393824e-12,1,19,40,photosystem II assembly,BP,3.7740819316096793e-10,photosystem II assembly,"The aggregation, arrangement and bonding together of a set of components to form a photosystem II complex on the thylakoid membrane. The photosystem II complex consists of at least 20 polypeptides and around 80 cofactors in most organisms."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0031425,1.6089658312250066e-11,1,14,19,chloroplast RNA processing,BP,2.344758282504442e-9,chloroplast RNA processing,The conversion of a primary RNA molecule transcribed from a chloroplast genome into one or more mature RNA molecules.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006268,2.45692204541798e-11,1,16,27,DNA unwinding involved in DNA replication,BP,3.4478806037365656e-9,DNA unwinding involved in DNA replication,"The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0019684,4.874434164769414e-11,1,14,23,"photosynthesis, light reaction",BP,6.596153946539754e-9,"photosynthesis, light reaction","The light reactions of photosynthesis, which take place in photosystems II and I. Light energy is harvested and used to power the transfer of electrons among a series of electron donors and acceptors. The final electron acceptor is NADP+, which is reduced to NADPH. NADPH generated from light reactions is used in sugar synthesis in dark reactions. Light reactions also generate a proton motive force across the thylakoid membrane, and the proton gradient is used to synthesize ATP. There are two chemical reactions involved in the light reactions: water oxidation in photosystem II, and NADP reduction in photosystem I."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009769,5.718774722749948e-11,1,10,12,"photosynthesis, light harvesting in photosystem II",BP,7.471874973965364e-9,"photosynthesis, light harvesting in photosystem II","After a photon of light is absorbed by one of the many chlorophyll molecules, in one of the light-harvesting complexes of an antenna on photosystem II, some of the absorbed energy is transferred to the pair of chlorophyll molecules in the reaction center."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006779,2.0352602090802195e-10,0.999999999992212,13,19,porphyrin-containing compound biosynthetic process,BP,2.5705336440683173e-8,porphyrin-containing compound biosynthetic process,The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006270,3.44018847792911e-9,0.9999999996984272,15,32,DNA replication initiation,BP,4.2047981106043217e-7,DNA replication initiation,"The process in which DNA-dependent DNA replication is started; this begins with the ATP dependent loading of an initiator complex onto the DNA, this is followed by DNA melting and helicase activity. In bacteria, the gene products that enable the helicase activity are loaded after the initial melting and in archaea and eukaryotes, the gene products that enable the helicase activity are inactive when they are loaded and subsequently activate."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0042254,4.886981724209471e-9,1,37,236,ribosome biogenesis,BP,5.786491797821776e-7,ribosome biogenesis,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0042549,5.6930872142033675e-9,0.9999999997928826,10,16,photosystem II stabilization,BP,6.536699228671684e-7,photosystem II stabilization,"The stabilization of the photosystem II protein complex, resulting from the phosphorylation of its structural protein subunits, in a cell actively involved in photosynthesis."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006636,5.898550860416279e-9,0.9999999992460044,18,49,unsaturated fatty acid biosynthetic process,BP,6.573414473563905e-7,unsaturated fatty acid biosynthetic process,"The chemical reactions and pathways resulting in the formation of an unsaturated fatty acid, any fatty acid containing one or more double bonds between carbon atoms."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0045038,1.1490073776555433e-8,0.9999999997287609,9,12,protein import into chloroplast thylakoid membrane,BP,1.2438825582676723e-6,protein import into chloroplast thylakoid membrane,"The import of proteins into the chloroplast thylakoid membranes. Proteins that are destined for the thylakoid lumen require two uptake-targeting sequences: the first targets the protein to the stroma, and the second targets the protein from the stroma to the thylakoid lumen. Four separate thylakoid-import systems deal with the proteins once they are in the stroma."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0045036,1.3172056102607558e-8,0.999999998507576,16,39,protein targeting to chloroplast,BP,1.3863589047994456e-6,protein targeting to chloroplast,"The process of directing proteins towards the chloroplast, usually using signals contained within the protein. Imported proteins are synthesized as cytosolic precursors containing N-terminal uptake-targeting sequences that direct each protein to its correct subcompartment and are subsequently cleaved."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0042742,1.5357483088082974e-8,1,98,726,defense response to bacterium,BP,1.5726892816417943e-6,defense response to bacterium,Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0015986,1.79978289918608e-8,0.99999999717716,19,65,ATP synthesis coupled proton transport,BP,1.7945730013200151e-6,ATP synthesis coupled proton transport,The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009765,2.1675319121759123e-8,0.9999999990276071,10,17,"photosynthesis, light harvesting",BP,2.099687573844017e-6,"photosynthesis, light harvesting",Absorption and transfer of the energy absorbed from light photons between photosystem reaction centers.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006782,2.216613960247049e-8,0.9999999984843819,12,23,protoporphyrinogen IX biosynthetic process,BP,2.099687573844017e-6,protoporphyrinogen IX biosynthetic process,The chemical reactions and pathways resulting in the formation of protoporphyrinogen IX.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0010020,3.927279054122723e-8,0.9999999954900549,15,38,chloroplast fission,BP,3.629380569773414e-6,chloroplast fission,The division of a chloroplast within a cell to form two or more separate chloroplast compartments. This division occurs independently of mitosis.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0019464,5.47769811019597e-8,0.9999999987063398,8,11,glycine decarboxylation via glycine cleavage system,BP,4.941666223698221e-6,glycine decarboxylation via glycine cleavage system,"The chemical reactions and pathways resulting in the breakdown of glycine by oxidative cleavage to carbon dioxide, ammonia, and a methylene group, mediated by enzymes of the glycine cleavage complex."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009793,5.623575807380315e-8,1,99,767,embryo development ending in seed dormancy,BP,4.955285752131166e-6,embryo development ending in seed dormancy,"The process whose specific outcome is the progression of the embryo over time, from zygote formation to the end of seed dormancy. An example of this process is found in Arabidopsis thaliana."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009854,6.458539773459383e-8,0.9999999948407544,12,25,oxidative photosynthetic carbon pathway,BP,5.5616834549176365e-6,oxidative photosynthetic carbon pathway,"The reactions of the C2 pathway bring about the metabolic conversion of two molecules of 2-phosphoglycolate to one molecule of 3-phosphoglycerate, which can be used by the C3 cycle, and one molecule of carbon dioxide (CO2)."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0010114,8.416064789465764e-8,0.9999999802857832,25,106,response to red light,BP,7.086326552730174e-6,response to red light,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a red light stimulus. Red light is electromagnetic radiation of wavelength of 580-700nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0033014,8.802723678788055e-8,0.999999998248378,8,10,tetrapyrrole biosynthetic process,BP,7.2507652215060734e-6,tetrapyrrole biosynthetic process,"The chemical reactions and pathways leading to the formation of tetrapyrroles, natural pigments containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009637,1.2638217065595873e-7,0.9999999722474107,23,88,response to blue light,BP,1.018855414075378e-5,response to blue light,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a blue light stimulus. Blue light is electromagnetic radiation with a wavelength of between 440 and 500nm."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0048564,1.4541775126423265e-7,0.9999999869382951,12,27,photosystem I assembly,BP,1.1478913740420364e-5,photosystem I assembly,"The aggregation, arrangement and bonding together of a set of components to form a photosystem I complex on the thylakoid membrane."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0010258,1.4990831759710948e-7,0.9999999988097374,6,7,NADH dehydrogenase complex (plastoquinone) assembly,BP,1.1591890109703016e-5,NADH dehydrogenase complex (plastoquinone) assembly,"The aggregation, arrangement and bonding together of a set of components to form NADH:plastoquinone dehydrogenase complex, which is involved in the non-photochemical reduction of plastoquinones, as well as the cyclic electron transport around photosystem I."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0071482,2.4469876156251714e-7,0.9999999809369046,11,22,cellular response to light stimulus,BP,1.854327215120755e-5,cellular response to light stimulus,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0034599,2.806988207166961e-7,0.9999999549878185,16,60,cellular response to oxidative stress,BP,2.0854271209716893e-5,cellular response to oxidative stress,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006783,3.181468861616793e-7,0.9999999732739966,11,24,heme biosynthetic process,BP,2.318189522435775e-5,heme biosynthetic process,"The chemical reactions and pathways resulting in the formation of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring, from less complex precursors."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009052,6.149337817718251e-7,0.9999999836085061,7,10,"pentose-phosphate shunt, non-oxidative branch",BP,4.39619641345933e-5,"pentose-phosphate shunt, non-oxidative branch","The branch of the pentose-phosphate shunt which does not involve oxidation reactions. It comprises a series of sugar phosphate interconversions, starting with ribulose 5-P and producing fructose 6-P and glyceraldehyde 3-P."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009772,9.819047241617732e-7,0.999999937764197,9,17,photosynthetic electron transport in photosystem II,BP,6.889698147868443e-5,photosynthetic electron transport in photosystem II,"A photosynthetic electron transport chain in which electrons move from the primary electron acceptor (Quinone, Q) through a chain of electron transport molecules in the thylakoid membrane until they reach the ultimate electron acceptor of Photosystem II, which is plastocyanin (PC). The electron is then passed to the P700 chlorophyll a molecules of the reaction centre of photosystem I."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006633,1.2495808511279034e-6,0.9999995765765113,33,180,fatty acid biosynthetic process,BP,8.60847608167932e-5,fatty acid biosynthetic process,"The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009853,1.425646052359533e-6,0.999999651982418,21,104,photorespiration,BP,9.646023022125484e-5,photorespiration,"A light-dependent catabolic process occurring concomitantly with photosynthesis in plants (especially C3 plants) whereby dioxygen (O2) is consumed and carbon dioxide (CO2) is evolved. The substrate is glycolate formed in large quantities in chloroplasts from 2-phosphoglycolate generated from ribulose 1,5-bisphosphate by the action of ribulose-bisphosphate carboxylase; the glycolate enters the peroxisomes where it is converted by glycolate oxidase to glyoxylate which undergoes transamination to glycine. This then passes into the mitochondria where it is decarboxylated forming one molecule of serine for every two molecules of glycine. This pathway also exists in photosynthetic bacteria."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0005975,1.5471106269074173e-6,0.9999993114794903,77,541,carbohydrate metabolic process,BP,1.0284214325179305e-4,carbohydrate metabolic process,"The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y. Includes the formation of carbohydrate derivatives by the addition of a carbohydrate residue to another molecule."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009644,1.6058706630923697e-6,0.9999995767488091,23,109,response to high light intensity,BP,1.0490765418029292e-4,response to high light intensity,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a high light intensity stimulus."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0042793,1.6406372985400242e-6,0.9999999209011748,8,13,plastid transcription,BP,1.0536228346047715e-4,plastid transcription,"The synthesis of RNA from a plastid DNA template, usually by a specific plastid RNA polymerase."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0010206,1.8546409688132875e-6,0.9999998676662296,9,18,photosystem II repair,BP,1.171205771805591e-4,photosystem II repair,Proteolysis of the damaged D1 protein and re-assembly of a new D1 subunit in the photosystem II following photoinhibition.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009651,4.299703450015371e-6,0.9999976295563894,117,1045,response to salt stress,BP,2.670750224935777e-4,response to salt stress,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006839,7.407068027530276e-6,0.9999983601687527,17,65,mitochondrial transport,BP,4.526674315534228e-4,mitochondrial transport,"Transport of substances into, out of or within a mitochondrion."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009097,8.207369143845765e-6,0.9999989415788472,11,29,isoleucine biosynthetic process,BP,4.936146299370096e-4,isoleucine biosynthetic process,"The chemical reactions and pathways resulting in the formation of isoleucine, (2R*,3R*)-2-amino-3-methylpentanoic acid."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006108,8.997771393204367e-6,0.9999988416048015,11,28,malate metabolic process,BP,5.326961845133024e-4,malate metabolic process,"The chemical reactions and pathways involving malate, the anion of hydroxybutanedioic acid, a chiral hydroxydicarboxylic acid. The (+) enantiomer is an important intermediate in metabolism as a component of both the TCA cycle and the glyoxylate cycle."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006418,9.547608930619565e-6,0.9999981115862964,15,52,tRNA aminoacylation for protein translation,BP,5.565521575095005e-4,tRNA aminoacylation for protein translation,"The synthesis of aminoacyl tRNA by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid  group of an amino acid, to be used in ribosome-mediated polypeptide synthesis."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0006000,1.0446418854234614e-5,0.9999987812094528,10,26,fructose metabolic process,BP,5.997194096771962e-4,fructose metabolic process,"The chemical reactions and pathways involving fructose, the ketohexose arabino-2-hexulose. Fructose exists in a open chain form or as a ring compound. D-fructose is the sweetest of the sugars and is found free in a large number of fruits and honey."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009744,1.2775914063167549e-5,0.9999958799776696,25,136,response to sucrose,BP,7.225065430648036e-4,response to sucrose,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a sucrose stimulus."
leaf.voom5.module.signedhybrid_lightcyan1,GO:0010205,1.5673101264398384e-5,0.999998079649028,10,26,photoinhibition,BP,8.733144219236099e-4,photoinhibition,The mechanism by which high light intensity inhibits photosynthesis through inactivation of the D1 protein of photosystem II.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0009643,1.7898860309797543e-5,0.9999984272178768,8,19,photosynthetic acclimation,BP,9.828808944032303e-4,photosynthetic acclimation,A response to light intensity in which exposure to medium-intensity light results in increased tolerance to high-intensity light.
leaf.voom5.module.signedhybrid_lightcyan1,GO:0110102,1.937397368221452e-5,0.9999991044699561,6,11,chloroplast ribulose bisphosphate carboxylase complex assembly,BP,0.0010486855183130116,chloroplast ribulose bisphosphate carboxylase complex assembly,"The aggregation, arrangement and bonding together of a set of components to form a chloroplast ribulose bisphosphate carboxylase complex."
