Compound_id,PC,loading,Compound_common_name,Compound_synonyms,Molecular_weight,Chemical_formula,Smiles,Links,EC,Reaction_equation,Pathway,Pathway-id,Pathway-name,Reaction-id,Protein-id,Protein-name,Gene-id,Gene-name
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.5.4.3,guanine + H+ + H2O  ->  ammonium + xanthine,guanosine nucleotides degradation II,PWY-6606,guanosine nucleotides degradation II,GUANINE-DEAMINASE-RXN,G4K-11853-MONOMER,guanine deaminase,G4K-11853,Brara.F02891
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanine and guanosine salvage II,PWY-6606,guanosine nucleotides degradation II,RXN0-366,unknown,unknown,unknown,unknown
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanine and guanosine salvage II,PWY-6599,guanine and guanosine salvage II,RXN0-366,unknown,unknown,unknown,unknown
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanine and guanosine salvage II,PWY-6596,adenosine nucleotides degradation I,RXN0-363,G4K-9358-MONOMER,xanthosine nucleosidase,G4K-9358,Brara.C00951
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanine and guanosine salvage II,PWY-6596,adenosine nucleotides degradation I,RXN0-363,G4K-9523-MONOMER,xanthosine nucleosidase,G4K-9523,Brara.C01823
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanine and guanosine salvage II,PWY-6596,adenosine nucleotides degradation I,RXN0-363,G4K-10801-MONOMER,xanthosine nucleosidase,G4K-10801,Brara.E00848
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanine and guanosine salvage II,PWY-6596,adenosine nucleotides degradation I,RXN0-363,G4K-11605-MONOMER,xanthosine nucleosidase,G4K-11605,Brara.F01640
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanine and guanosine salvage II,PWY-6607,guanosine nucleotides degradation I,RXN0-363,G4K-9358-MONOMER,xanthosine nucleosidase,G4K-9358,Brara.C00951
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanine and guanosine salvage II,PWY-6607,guanosine nucleotides degradation I,RXN0-363,G4K-9523-MONOMER,xanthosine nucleosidase,G4K-9523,Brara.C01823
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanine and guanosine salvage II,PWY-6607,guanosine nucleotides degradation I,RXN0-363,G4K-10801-MONOMER,xanthosine nucleosidase,G4K-10801,Brara.E00848
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanine and guanosine salvage II,PWY-6607,guanosine nucleotides degradation I,RXN0-363,G4K-11605-MONOMER,xanthosine nucleosidase,G4K-11605,Brara.F01640
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanosine nucleotides degradation II,PWY-6606,guanosine nucleotides degradation II,RXN0-366,unknown,unknown,unknown,unknown
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanosine nucleotides degradation II,PWY-6599,guanine and guanosine salvage II,RXN0-366,unknown,unknown,unknown,unknown
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanosine nucleotides degradation II,PWY-6596,adenosine nucleotides degradation I,RXN0-363,G4K-9358-MONOMER,xanthosine nucleosidase,G4K-9358,Brara.C00951
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanosine nucleotides degradation II,PWY-6596,adenosine nucleotides degradation I,RXN0-363,G4K-9523-MONOMER,xanthosine nucleosidase,G4K-9523,Brara.C01823
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanosine nucleotides degradation II,PWY-6596,adenosine nucleotides degradation I,RXN0-363,G4K-10801-MONOMER,xanthosine nucleosidase,G4K-10801,Brara.E00848
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanosine nucleotides degradation II,PWY-6596,adenosine nucleotides degradation I,RXN0-363,G4K-11605-MONOMER,xanthosine nucleosidase,G4K-11605,Brara.F01640
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanosine nucleotides degradation II,PWY-6607,guanosine nucleotides degradation I,RXN0-363,G4K-9358-MONOMER,xanthosine nucleosidase,G4K-9358,Brara.C00951
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanosine nucleotides degradation II,PWY-6607,guanosine nucleotides degradation I,RXN0-363,G4K-9523-MONOMER,xanthosine nucleosidase,G4K-9523,Brara.C01823
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanosine nucleotides degradation II,PWY-6607,guanosine nucleotides degradation I,RXN0-363,G4K-10801-MONOMER,xanthosine nucleosidase,G4K-10801,Brara.E00848
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-3.2.2.1,guanosine + H2O  ->  D-ribofuranose + guanine,guanosine nucleotides degradation II,PWY-6607,guanosine nucleotides degradation I,RXN0-363,G4K-11605-MONOMER,xanthosine nucleosidase,G4K-11605,Brara.F01640
GUANINE,leaf_PC2,-0.07408887965061613,guanine,G,151.127,C5 H5 N5 O1,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),REFMET:Guanine*BIGG:gua*METABOLIGHTS:MTBLC16235*HMDB:HMDB00132*DRUGBANK:DB02377*CHEMSPIDER:744*CHEBI:16235*PUBCHEM:764*LIGAND-CPD:C00242*CAS:73-40-5,EC-2.4.2.8,guanine + 5-phospho-alpha-D-ribose 1-diphosphate  ->  GMP + diphosphate,guanine and guanosine salvage II,PWY-6599,guanine and guanosine salvage II,GUANPRIBOSYLTRAN-RXN,G4K-12620-MONOMER,guanine phosphoribosyltransferase,G4K-12620,Brara.G03066
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-3.2.2.16,S-methyl-5'-thioadenosine + H2O  ->  S-methyl-5-thio-D-ribose + adenine,S-methyl-5'-thioadenosine degradation I,PWY-6754,<i>S</i>-methyl-5'-thioadenosine degradation I,METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN,G4K-7881-MONOMER,5'-methylthioadenosine nucleosidase,G4K-7881,Brara.A00831
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4681,G4K-9578-MONOMER,<i>trans</i>-zeatin riboside:FAD oxidoreductase,G4K-9578,Brara.C02123
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4681,G4K-10541-MONOMER,<i>trans</i>-zeatin riboside:FAD oxidoreductase,G4K-10541,Brara.D02532
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4681,G4K-10658-MONOMER,<i>trans</i>-zeatin riboside:FAD oxidoreductase,G4K-10658,Brara.E00225
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4662,G4K-9578-MONOMER,<i>cis</i>-zeatin:FAD oxidoreductase,G4K-9578,Brara.C02123
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4662,G4K-10541-MONOMER,<i>cis</i>-zeatin:FAD oxidoreductase,G4K-10541,Brara.D02532
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4662,G4K-10658-MONOMER,<i>cis</i>-zeatin:FAD oxidoreductase,G4K-10658,Brara.E00225
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4661,G4K-8688-MONOMER,<i>trans</i>-zeatin:FAD oxidoreductase,G4K-8688,Brara.B01237
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4661,G4K-12064-MONOMER,<i>trans</i>-zeatin:FAD oxidoreductase,G4K-12064,Brara.G00170
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4661,G4K-13568-MONOMER,<i>trans</i>-zeatin:FAD oxidoreductase,G4K-13568,Brara.I01123
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4661,G4K-14645-MONOMER,<i>trans</i>-zeatin:FAD oxidoreductase,G4K-14645,Brara.J01119
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4661,G4K-15173-MONOMER,<i>trans</i>-zeatin:FAD oxidoreductase,G4K-15173,Brara.K00880
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4641,G4K-9578-MONOMER,isopentenyl adenosine:FAD oxidoreductase,G4K-9578,Brara.C02123
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4641,G4K-10541-MONOMER,isopentenyl adenosine:FAD oxidoreductase,G4K-10541,Brara.D02532
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4641,G4K-10658-MONOMER,isopentenyl adenosine:FAD oxidoreductase,G4K-10658,Brara.E00225
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4621,G4K-8688-MONOMER,isopentenyladenine:FAD oxidoreductase,G4K-8688,Brara.B01237
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4621,G4K-9578-MONOMER,isopentenyladenine:FAD oxidoreductase,G4K-9578,Brara.C02123
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4621,G4K-10541-MONOMER,isopentenyladenine:FAD oxidoreductase,G4K-10541,Brara.D02532
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4621,G4K-10658-MONOMER,isopentenyladenine:FAD oxidoreductase,G4K-10658,Brara.E00225
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4621,G4K-12064-MONOMER,isopentenyladenine:FAD oxidoreductase,G4K-12064,Brara.G00170
ADENINE,leaf_PC2,-0.07238878912630575,adenine,6-aminopurine*A,135.128,C5 H5 N5,C1(N)(N=CN=C2(NC=NC=12)),REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5,EC-1.5.99,cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2,cytokinins degradation,PWY-2841,cytokinins degradation,RXN-4621,G4K-13568-MONOMER,isopentenyladenine:FAD oxidoreductase,G4K-13568,Brara.I01123
